taxonID,scientificName,taxonRank,threatStatus,kingdom,phylum,class,order,family,establishmentMeans,scientific_std,matched_any,matched_grid10,matched_grid50,n_grids
urn:lsid:dyntaxa.se:TaxonName:11773,Inonotus subiculosus,species,"",Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,"",inonotus subiculosus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:82611,Inula conyza,species,"",Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,"",inula conyza,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:18295,Inula conyzae,species,"",Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,"",inula conyzae,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:18296,Inula ensifolia,species,"",Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,"",inula ensifolia,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:82766,Inula pulicaria,species,"",Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,"",inula pulicaria,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:82610,Inula vulgaris,species,"",Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,"",inula vulgaris,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:394514,Ips stenographus,species,"",Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,"",ips stenographus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:399876,Irpex collabens,species,"",Fungi,Basidiomycota,Agaricomycetes,Polyporales,Steccherinaceae,"",irpex collabens,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:399891,Irpex lacer,species,"",Fungi,Basidiomycota,Agaricomycetes,Polyporales,Steccherinaceae,"",irpex lacer,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:400081,Irpex pachyodon,species,"",Fungi,Basidiomycota,Agaricomycetes,Polyporales,"Polyporales, genera incertae sedis","",irpex pachyodon,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:400043,Irpex robustior,species,"",Fungi,Basidiomycota,Agaricomycetes,Polyporales,Steccherinaceae,"",irpex robustior,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:400082,Irpiciporus pachyodon,species,"",Fungi,Basidiomycota,Agaricomycetes,Polyporales,"Polyporales, genera incertae sedis","",irpiciporus pachyodon,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:114235,Isaria dubia,species,"",Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,"",isaria dubia,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:161010,Ischnochiton albus,species,"",Animalia,Mollusca,Polyplacophora,Chitonida,Ischnochitonidae,"",ischnochiton albus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:449436,Ischnoderma erubescens,species,"",Fungi,Basidiomycota,Agaricomycetes,Polyporales,Irpicaceae,"",ischnoderma erubescens,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:403610,Ischnoderma fraxineum,species,"",Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,"",ischnoderma fraxineum,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:141860,Isobates littoralis,species,"",Animalia,Arthropoda,Diplopoda,Julida,Nemasomatidae,"",isobates littoralis,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:Taxon:890,Isopterygiopsis alpicola,species,EN,Plantae,Bryophyta,Bryopsida,Hypnales,Plagiotheciaceae,native,isopterygiopsis alpicola,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:148564,Isopterygiopsis alpicola,species,"",Plantae,Bryophyta,Bryopsida,Hypnales,Plagiotheciaceae,"",isopterygiopsis alpicola,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:224412,Isopterygiopsis alpicola,species,"",Plantae,Bryophyta,Bryopsida,Hypnales,Plagiotheciaceae,"",isopterygiopsis alpicola,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:121104,Isopterygium alpicola,species,"",Plantae,Bryophyta,Bryopsida,Hypnales,Plagiotheciaceae,"",isopterygium alpicola,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:224414,Isopterygium alpicola,species,"",Plantae,Bryophyta,Bryopsida,Hypnales,Plagiotheciaceae,"",isopterygium alpicola,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:224416,Isopterygium alpicola,species,"",Plantae,Bryophyta,Bryopsida,Hypnales,Plagiotheciaceae,"",isopterygium alpicola,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:Taxon:102285,Isorhipis marmottani,species,VU,Animalia,Arthropoda,Insecta,Coleoptera,Eucnemidae,native,isorhipis marmottani,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:224872,Isothecium trachypodium,species,"",Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,"",isothecium trachypodium,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:263117,Itame loricaria,species,"",Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,"",itame loricaria,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:74763,Itoplectis bicolor,species,"",Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"",itoplectis bicolor,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:74764,Itoplectis ephippium,species,"",Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"",itoplectis ephippium,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:284359,Jania spermophoros,species,"",Plantae,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,"",jania spermophoros,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:Taxon:234625,Javesella salina,species,DD,Animalia,Arthropoda,Insecta,Hemiptera,Delphacidae,native,javesella salina,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:Taxon:102456,Jodia croceago,species,RE,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,native,jodia croceago,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:161032,Jujubinus miliaris,species,"",Animalia,Mollusca,Gastropoda,"",Trochidae,"",jujubinus miliaris,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:87543,Juncus atricapillus,species,"",Plantae,Tracheophyta,Liliopsida,Poales,Juncaceae,"",juncus atricapillus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:87558,Juncus mutabilis,species,"",Plantae,Tracheophyta,Liliopsida,Poales,Juncaceae,"",juncus mutabilis,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:Taxon:222539,Juncus pygmaeus,species,RE,Plantae,Tracheophyta,Liliopsida,Poales,Juncaceae,native,juncus pygmaeus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:241970,Jungermannia capitata,species,"",Plantae,Marchantiophyta,Marchantiopsida,Jungermanniales,Jungermanniaceae,"",jungermannia capitata,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:242284,Jungermannia catenulata,species,"",Plantae,Marchantiophyta,Marchantiopsida,Jungermanniales,Cephaloziaceae,"",jungermannia catenulata,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:242720,Jungermannia glaucocephala,species,"",Plantae,Marchantiophyta,Marchantiopsida,Jungermanniales,Scapaniaceae,"",jungermannia glaucocephala,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:326144,Jungermannia helleriana,species,"",Plantae,Marchantiophyta,Marchantiopsida,Jungermanniales,Anastrophyllaceae,"",jungermannia helleriana,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:242124,Jungermannia longiflora,species,"",Plantae,Marchantiophyta,Marchantiopsida,Jungermanniales,Jungermanniaceae,"",jungermannia longiflora,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:242349,Jungermannia macounii,species,"",Plantae,Marchantiophyta,Marchantiopsida,Jungermanniales,Cephaloziaceae,"",jungermannia macounii,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:326011,Jungermannia pubescens,species,"",Plantae,Marchantiophyta,Marchantiopsida,Metzgeriales,Metzgeriaceae,"",jungermannia pubescens,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:316255,Jungermannia schraderi var. undulifolia,species,"",Plantae,Marchantiophyta,Marchantiopsida,Jungermanniales,Anastrophyllaceae,"",jungermannia schraderi,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:13111,Jungermannia subulata var. subulata,species,"",Plantae,Marchantiophyta,Marchantiopsida,Jungermanniales,Jungermanniaceae,"",jungermannia subulata,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:145031,Jungermannia subulata s. str.,species,"",Plantae,Marchantiophyta,Marchantiopsida,Jungermanniales,Jungermanniaceae,"",jungermannia subulata,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:471681,Jungermannia subulata,species,"",Plantae,Marchantiophyta,Marchantiopsida,Jungermanniales,Jungermanniaceae,"",jungermannia subulata,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:152670,Junghuhnia lacera,species,"",Fungi,Basidiomycota,Agaricomycetes,Polyporales,Steccherinaceae,"",junghuhnia lacera,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:11789,Junghuhnia separabilima,species,"",Fungi,Basidiomycota,Agaricomycetes,Polyporales,Steccherinaceae,"",junghuhnia separabilima,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:399902,Junghuhnia separabillima,species,"",Fungi,Basidiomycota,Agaricomycetes,Polyporales,Steccherinaceae,"",junghuhnia separabillima,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:2622,Karschia ricasoliae,species,"",Fungi,Ascomycota,Eurotiomycetes,Sclerococcales,Sclerococcaceae,"",karschia ricasoliae,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:293228,Karsholtia lunatella,species,"",Animalia,Arthropoda,Insecta,Lepidoptera,Tineidae,"",karsholtia lunatella,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:Taxon:2142,Kiaeria falcata,species,NT,Plantae,Bryophyta,Bryopsida,Dicranales,Rhabdoweisiaceae,native,kiaeria falcata,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:261252,Kiaeria riparia,species,"",Plantae,Bryophyta,Bryopsida,Dicranales,Dicranaceae,"",kiaeria riparia,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:261253,Kiaeria starkei var. riparia,species,"",Plantae,Bryophyta,Bryopsida,Dicranales,Dicranaceae,"",kiaeria starkei,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:327250,Kirbya melanura,species,"",Animalia,Arthropoda,Insecta,Hymenoptera,Melittidae,"",kirbya melanura,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:Taxon:846,Kneiffiella alienata,species,VU,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Schizoporaceae,native,kneiffiella alienata,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:52615,Kneiffiella curvispora,species,"",Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Schizoporaceae,"",kneiffiella curvispora,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:Taxon:847,Kneiffiella efibulata,species,DD,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Schizoporaceae,native,kneiffiella efibulata,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:400258,Kneiffiella involuta,species,"",Fungi,Basidiomycota,Agaricomycetes,Polyporales,Hyphodermataceae,"",kneiffiella involuta,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:Taxon:6001662,Knoutsodonta depressa,species,DD,Animalia,Mollusca,Gastropoda,Nudibranchia,Onchidorididae,native,knoutsodonta depressa,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:Taxon:218175,Knoutsodonta inconspicua,species,DD,Animalia,Mollusca,Gastropoda,Nudibranchia,Onchidorididae,native,knoutsodonta inconspicua,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:Taxon:218178,Knoutsodonta pusilla,species,DD,Animalia,Mollusca,Gastropoda,Nudibranchia,Onchidorididae,native,knoutsodonta pusilla,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:Taxon:218179,Knoutsodonta sparsa,species,DD,Animalia,Mollusca,Gastropoda,Nudibranchia,Onchidorididae,native,knoutsodonta sparsa,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:58478,Kochia hirsuta,species,"",Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,"",kochia hirsuta,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:90843,Koeleria polonica,species,"",Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,"",koeleria polonica,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:58205,Koenigia hadacii,species,"",Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,"",koenigia hadacii,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:58739,Kohlrauschia saxifraga,species,"",Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,"",kohlrauschia saxifraga,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:94893,Konowia betulae,species,"",Animalia,Arthropoda,Insecta,Hymenoptera,Xiphydriidae,"",konowia betulae,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:290164,Korscheltellus ganna,species,"",Animalia,Arthropoda,Insecta,Lepidoptera,Hepialidae,"",korscheltellus ganna,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:25287,Korynetes obenbergeri,species,"",Animalia,Arthropoda,Insecta,Coleoptera,Cleridae,"",korynetes obenbergeri,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:Taxon:232920,Kumanoa virgato-decaisneana,species,RE,Plantae,Rhodophyta,Florideophyceae,Batrachospermales,Batrachospermaceae,native,kumanoa virgato-decaisneana,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:Taxon:236315,Kyklioacalles navieresi,species,NT,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,native,kyklioacalles navieresi,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:Taxon:106461,Kyklioacalles roboris,species,VU,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,native,kyklioacalles roboris,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:283851,Kylina cytophaga,species,"",Plantae,Rhodophyta,Florideophyceae,Acrochaetiales,Acrochaetiaceae,"",kylina cytophaga,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:27128,Kylinia catenulata,species,"",Plantae,Rhodophyta,Florideophyceae,Acrochaetiales,Acrochaetiaceae,"",kylinia catenulata,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:27122,Kylinia dumontiae,species,"",Plantae,Rhodophyta,Florideophyceae,Acrochaetiales,Acrochaetiaceae,"",kylinia dumontiae,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:283865,Kylinia immersa,species,"",Plantae,Rhodophyta,Florideophyceae,Acrochaetiales,Acrochaetiaceae,"",kylinia immersa,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:283950,Kylinia stilophorae,species,"",Plantae,Rhodophyta,Florideophyceae,Acrochaetiales,Acrochaetiaceae,"",kylinia stilophorae,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:Taxon:232922,Kyliniella latvica,species,DD,Plantae,Rhodophyta,Stylonematophyceae,Stylonematales,Stylonemataceae,native,kyliniella latvica,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:121131,Kyra cirrigerella,species,"",Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,"",kyra cirrigerella,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:106144,Laccophilus obsoletus,species,"",Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,"",laccophilus obsoletus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:74460,Laccophilus ponticus,species,"",Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,"",laccophilus ponticus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:20804,Laccophilus strohmi,species,"",Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,"",laccophilus strohmi,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:101349,Laccophilus variegatus,species,"",Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,"",laccophilus variegatus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:274832,Lacinaria biplicata,species,"",Animalia,Mollusca,Gastropoda,Stylommatophora,Clausiliidae,"",lacinaria biplicata,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:96004,Lacon conspersus,species,"",Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,"",lacon conspersus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:96005,Lacon fasciatus,species,"",Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,"",lacon fasciatus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:128485,Lacuna puteolus,species,"",Animalia,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,"",lacuna puteolus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:125543,Lado jelskyi,species,"",Animalia,Arthropoda,Insecta,Coleoptera,Zopheridae,"",lado jelskyi,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:90161,Laemophloeus duplicatus,species,"",Animalia,Arthropoda,Insecta,Coleoptera,Laemophloeidae,"",laemophloeus duplicatus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:14070,Lahmia plumbina,species,"",Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,"",lahmia plumbina,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:364608,Lambertella albida,species,"",Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,"",lambertella albida,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:128265,Lamellocossus terebra,species,"",Animalia,Arthropoda,Insecta,Lepidoptera,Cossidae,"",lamellocossus terebra,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:395120,Lampronia quadrimaculella,species,"",Animalia,Arthropoda,Insecta,Lepidoptera,Incurvariidae,"",lampronia quadrimaculella,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:395122,Lampronia quadrimaculella,species,"",Animalia,Arthropoda,Insecta,Lepidoptera,Incurvariidae,"",lampronia quadrimaculella,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:Taxon:233218,Lampronia standfussiella,species,VU,Animalia,Arthropoda,Insecta,Lepidoptera,Prodoxidae,native,lampronia standfussiella,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:117430,Lampronia trimaculella var. quadrimaculella,species,"",Animalia,Arthropoda,Insecta,Lepidoptera,Incurvariidae,"",lampronia trimaculella,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:122787,Lamprosetia verhuellella,species,"",Animalia,Arthropoda,Insecta,Lepidoptera,Tineidae,"",lamprosetia verhuellella,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:125545,Lamprosoma concolor,species,"",Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,"",lamprosoma concolor,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:Taxon:101167,Lamprotes c-aureum,species,RE,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,native,lamprotes c-aureum,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:364603,Lanzia albida,species,"",Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,"",lanzia albida,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:Taxon:1889,Lappula deflexa,species,NT,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,native,lappula deflexa,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:77543,Lappula echinata,species,"",Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"",lappula echinata,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:77544,Lappula myosotis,species,"",Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"",lappula myosotis,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:268671,Larra unicolor,species,"",Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,"",larra unicolor,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:129813,Larus parasiticus,species,"",Animalia,Chordata,Aves,Charadriiformes,Stercorariidae,"",larus parasiticus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:40493,Larus ridibundus,species,"",Animalia,Chordata,Aves,Charadriiformes,Laridae,"",larus ridibundus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:129833,Larus ridibundus,species,"",Animalia,Chordata,Aves,Charadriiformes,Laridae,"",larus ridibundus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:129828,Larus tridactylus,species,"",Animalia,Chordata,Aves,Charadriiformes,Laridae,"",larus tridactylus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:326971,Lasioglossum xanthopum,species,"",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"",lasioglossum xanthopum,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:33316,Lasiosordaria bombarda,species,"",Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,"",lasiosordaria bombarda,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:51861,Lastrea robertiana,species,"",Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Cystopteridaceae,"",lastrea robertiana,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:6299,Lecanactis amylacea,species,"",Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Lecanographaceae,"",lecanactis amylacea,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:158024,Lecanactis dryina,species,"",Fungi,Ascomycota,Arthoniomycetes,Arthoniales,"Arthoniales, genera incertae sedis","",lecanactis dryina,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:158023,Lecanactis dryina ssp. corticola,species,"",Fungi,Ascomycota,Arthoniomycetes,Arthoniales,"Arthoniales, genera incertae sedis","",lecanactis dryina,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:158025,Lecanactis dryophila,species,"",Fungi,Ascomycota,Arthoniomycetes,Arthoniales,"Arthoniales, genera incertae sedis","",lecanactis dryophila,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:6300,Lecanactis illecebrosa,species,"",Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Lecanographaceae,"",lecanactis illecebrosa,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:6303,Lecanactis lyncea,species,"",Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Lecanographaceae,"",lecanactis lyncea,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:158022,Lecanactis patellarioides f. hapalocheila,species,"",Fungi,Ascomycota,Arthoniomycetes,Arthoniales,"Arthoniales, genera incertae sedis","",lecanactis patellarioides,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:226589,Lecanactis plocina subsp. premnea,species,"",Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Opegraphaceae,"",lecanactis plocina,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:226582,Lecanactis premnea,species,"",Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Opegraphaceae,"",lecanactis premnea,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:226585,Lecanactis premnea,species,"",Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Opegraphaceae,"",lecanactis premnea,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:13782,Lecanactis umbrina,species,"",Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Roccellaceae,"",lecanactis umbrina,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:6295,Lecania syringea,species,"",Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,"",lecania syringea,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:249917,Lecanora candelaria var. substellaris,species,"",Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,"",lecanora candelaria,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:13869,Lecanora crassa ssp. pachylepidea,species,"",Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Squamarinaceae,"",lecanora crassa,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:13865,Lecanora fragilis,species,"",Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Squamarinaceae,"",lecanora fragilis,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:13866,Lecanora gypsacea,species,"",Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Squamarinaceae,"",lecanora gypsacea,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:249363,Lecanora lobulata,species,"",Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,"",lecanora lobulata,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:6368,Lecanora maculata,species,"",Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,"",lecanora maculata,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:13781,Lecanora periclea,species,"",Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Roccellaceae,"",lecanora periclea,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:249717,Lecanora suspiciosa,species,"",Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,"",lecanora suspiciosa,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:149507,Lecanora tenera,species,"",Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,"",lecanora tenera,FALSE,FALSE,FALSE,0
