taxonID,scientificName,taxonRank,threatStatus,kingdom,phylum,class,order,family,establishmentMeans,scientific_std,matched_any,matched_grid10,matched_grid50,n_grids
urn:lsid:dyntaxa.se:TaxonName:19809,Abia brevicornis,species,"",Animalia,Arthropoda,Insecta,Hymenoptera,Cimbicidae,"",abia brevicornis,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:19812,Abia dorsalis,species,"",Animalia,Arthropoda,Insecta,Hymenoptera,Cimbicidae,"",abia dorsalis,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:19807,Abia nigricornis,species,"",Animalia,Arthropoda,Insecta,Hymenoptera,Cimbicidae,"",abia nigricornis,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:19811,Abia rossica,species,"",Animalia,Arthropoda,Insecta,Hymenoptera,Cimbicidae,"",abia rossica,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:19813,Abia symballophthalma,species,"",Animalia,Arthropoda,Insecta,Hymenoptera,Cimbicidae,"",abia symballophthalma,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:399958,Abortiporus wynneae,species,"",Fungi,Basidiomycota,Agaricomycetes,Polyporales,Steccherinaceae,"",abortiporus wynneae,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:399959,Abortiporus wynnei,species,"",Fungi,Basidiomycota,Agaricomycetes,Polyporales,Steccherinaceae,"",abortiporus wynnei,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:424702,Abraeus globulus,species,"",Animalia,Arthropoda,Insecta,Coleoptera,Histeridae,"",abraeus globulus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:47296,Abramis vimba,species,"",Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,"",abramis vimba,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:145593,Abrephia compositella,species,"",Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,"",abrephia compositella,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:2620,Abrothallus lobariellus,species,"",Fungi,Ascomycota,Eurotiomycetes,Sclerococcales,Sclerococcaceae,"",abrothallus lobariellus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:2621,Abrothallus viduus,species,"",Fungi,Ascomycota,Eurotiomycetes,Sclerococcales,Sclerococcaceae,"",abrothallus viduus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:157615,Absconditella modesta,species,"",Fungi,Ascomycota,Lecanoromycetes,Ostropales,Stictidaceae,"",absconditella modesta,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:19179,Acalles navieresi,species,"",Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,"",acalles navieresi,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:36224,Acalles parvulus,species,"",Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,"",acalles parvulus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:115181,Acalles roboris,species,"",Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,"",acalles roboris,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:36225,Acalles turbatus,species,"",Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,"",acalles turbatus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:129970,Acanthiza trochiloides,species,"",Animalia,Chordata,Aves,Passeriformes,Phylloscopidae,"",acanthiza trochiloides,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:Taxon:243657,Acanthocnema latipennis,species,DD,Animalia,Arthropoda,Insecta,Diptera,Scathophagidae,native,acanthocnema latipennis,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:336730,Acanthocnema nigripes,species,"",Animalia,Arthropoda,Insecta,Diptera,Scathophagidae,"",acanthocnema nigripes,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:395736,Acanthophysellum fennicum,species,"",Fungi,Basidiomycota,Agaricomycetes,Russulales,Stereaceae,"",acanthophysellum fennicum,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:Taxon:1960,Acanthophysium fennicum,species,RE,Fungi,Basidiomycota,Agaricomycetes,Russulales,Stereaceae,native,acanthophysium fennicum,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:142205,Acanthopyma gowerensis,species,"",Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,"",acanthopyma gowerensis,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:128595,Acar nodulosa,species,"",Animalia,Mollusca,Bivalvia,Arcoida,Arcidae,"",acar nodulosa,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:87332,Achroanthes monophyllos,species,"",Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,"",achroanthes monophyllos,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:269848,Achrysis unicolor,species,"",Animalia,Arthropoda,Insecta,Hymenoptera,Chrysididae,"",achrysis unicolor,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:465488,Acia crinalis,species,"",Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,"",acia crinalis,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:161042,Acicula polita,species,"",Animalia,Mollusca,Gastropoda,Architaenioglossa,Aciculidae,"",acicula polita,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:107503,Acmaeops marginata,species,"",Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,"",acmaeops marginata,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:107504,Acmaeops smaragdula,species,"",Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,"",acmaeops smaragdula,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:2595,Acolium lucidum,species,"",Fungi,Ascomycota,Lecanoromycetes,Caliciales,Caliciaceae,"",acolium lucidum,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:424144,Acolium lucidum,species,"",Fungi,Ascomycota,Lecanoromycetes,Caliciales,Caliciaceae,"",acolium lucidum,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:424072,Acolium notarisii,species,"",Fungi,Ascomycota,Lecanoromycetes,Caliciales,Caliciaceae,"",acolium notarisii,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:Taxon:102363,Acosmetia caliginosa,species,RE,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,native,acosmetia caliginosa,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:90159,Acritus atomarius,species,"",Animalia,Arthropoda,Insecta,Coleoptera,Histeridae,"",acritus atomarius,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:131202,Acrocercops hofmanniella,species,"",Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,"",acrocercops hofmanniella,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:Taxon:251461,Acrochaetium catenulatum,species,DD,Plantae,Rhodophyta,Florideophyceae,Acrochaetiales,Acrochaetiaceae,native,acrochaetium catenulatum,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:27129,Acrochaetium densum,species,"",Plantae,Rhodophyta,Florideophyceae,Acrochaetiales,Acrochaetiaceae,"",acrochaetium densum,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:32462,Acrochaetium polyidis,species,"",Plantae,Rhodophyta,Florideophyceae,Nemaliales,Liagoraceae,"",acrochaetium polyidis,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:Taxon:232526,Acrochaetium stilophorae,species,DD,Plantae,Rhodophyta,Florideophyceae,Acrochaetiales,Acrochaetiaceae,native,acrochaetium stilophorae,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:125399,Acrognathus mandibularis,species,"",Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,"",acrognathus mandibularis,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:Taxon:214214,Acrolepiopsis betulella,species,DD,Animalia,Arthropoda,Insecta,Lepidoptera,Glyphipterigidae,native,acrolepiopsis betulella,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:20936,Acrolocha striata,species,"",Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,"",acrolocha striata,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:Taxon:250191,Acropsilus niger,species,DD,Animalia,Arthropoda,Insecta,Diptera,Dolichopodidae,native,acropsilus niger,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:286163,Acrosorium reptans,species,"",Plantae,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,"",acrosorium reptans,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:286164,Acrosorium uncinatum,species,"",Plantae,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,"",acrosorium uncinatum,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:10541,Acrothrix norvegica,species,"",Chromista,Ochrophyta,Phaeophyceae,Ectocarpales,Chordariaceae,"",acrothrix norvegica,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:10540,Acrothrix novae-angliae,species,"",Chromista,Ochrophyta,Phaeophyceae,Ectocarpales,Chordariaceae,"",acrothrix novae-angliae,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:Taxon:102150,Actidium coarctatum,species,RE,Animalia,Arthropoda,Insecta,Coleoptera,Ptiliidae,native,actidium coarctatum,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:96675,Actinotia hyperici,species,"",Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,"",actinotia hyperici,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:117343,Adela amatella,species,"",Animalia,Arthropoda,Insecta,Lepidoptera,Adelidae,"",adela amatella,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:117344,Adela amurensis,species,"",Animalia,Arthropoda,Insecta,Lepidoptera,Adelidae,"",adela amurensis,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:117354,Adela dumerilellus,species,"",Animalia,Arthropoda,Insecta,Lepidoptera,Adelidae,"",adela dumerilellus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:125407,Adelocera conspersa,species,"",Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,"",adelocera conspersa,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:125408,Adelocera fasciata,species,"",Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,"",adelocera fasciata,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:125409,Adelocera lepidoptera,species,"",Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,"",adelocera lepidoptera,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:125410,Adelocera quercea,species,"",Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,"",adelocera quercea,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:267686,Adeorbis exquisitus,species,"",Animalia,Mollusca,Gastropoda,Euthyneura ordo incertae sedis,Tjaernoeiidae,"",adeorbis exquisitus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:90119,Aderus pentatomus,species,"",Animalia,Arthropoda,Insecta,Coleoptera,Aderidae,"",aderus pentatomus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:25723,Aegialia rufa,species,"",Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,"",aegialia rufa,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:106156,Aegialia rufina,species,"",Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,"",aegialia rufina,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:95800,Aegialia spissipes,species,"",Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,"",aegialia spissipes,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:110652,Aelia glebana,species,"",Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,"",aelia glebana,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:Taxon:100181,Aelia rostrata,species,CR,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,native,aelia rostrata,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:141703,Aenoabia lonicerae,species,"",Animalia,Arthropoda,Insecta,Hymenoptera,Cimbicidae,"",aenoabia lonicerae,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:426572,Aeruginospora atropuncta,species,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,"",aeruginospora atropuncta,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:426545,Aeruginospora foetens,speciesAggregate,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,"",aeruginospora foetens,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:426574,Aeruginospora hymenocephala,species,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,"",aeruginospora hymenocephala,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:21023,Agaricochara laevicollis,species,"",Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,"",agaricochara laevicollis,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:99470,Agaricus abietinus,species,"",Fungi,Basidiomycota,Agaricomycetes,Gloeophyllales,Gloeophyllaceae,"",agaricus abietinus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:119561,Agaricus acerbus,species,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,"",agaricus acerbus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:283714,Agaricus ammophilus,species,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,"",agaricus ammophilus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:271234,Agaricus arenicola,species,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,"",agaricus arenicola,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:271233,Agaricus arenophilus,species,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,"",agaricus arenophilus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:295594,Agaricus atropunctus,species,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,"",agaricus atropunctus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:119476,Agaricus bucknallii,species,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,"",agaricus bucknallii,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:103678,Agaricus bulliardii,species,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,"",agaricus bulliardii,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:108986,Agaricus caerulescens,species,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,"",agaricus caerulescens,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:300001,Agaricus camarophyllus var. atramentosus,species,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,"",agaricus camarophyllus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:119443,Agaricus ceciliae,species,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,"",agaricus ceciliae,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:300059,Agaricus chrysodon,species,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,"",agaricus chrysodon,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:231107,Agaricus colossus,species,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,"",agaricus colossus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:109124,Agaricus comosus,species,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,"",agaricus comosus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:300082,Agaricus cossus,species,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,"",agaricus cossus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:109123,Agaricus destruens,species,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,"",agaricus destruens,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:108836,Agaricus dichrous,species,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,"",agaricus dichrous,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:119490,Agaricus fracidus,species,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,"",agaricus fracidus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:147016,Agaricus hercynicus,species,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,"",agaricus hercynicus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:300844,Agaricus lacmus,species,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,"",agaricus lacmus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:283783,Agaricus leucotephrus,species,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,"",agaricus leucotephrus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:235792,Agaricus luteovirens,species,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,"",agaricus luteovirens,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:234060,Agaricus meleagris,species,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,"",agaricus meleagris,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:114203,Agaricus multiformis var. elegantior,species,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,"",agaricus multiformis,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:252892,Agaricus mussivus,species,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,"",agaricus mussivus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:300100,Agaricus nemoreus,species,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,"",agaricus nemoreus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:300267,Agaricus nitratus,species,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,"",agaricus nitratus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:114326,Agaricus onychinus,species,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,"",agaricus onychinus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:300246,Agaricus ovinus,species,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,"",agaricus ovinus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:302054,Agaricus pelletieri,species,"",Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,"",agaricus pelletieri,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:323926,Agaricus placidus,species,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,"",agaricus placidus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:109122,Agaricus populneus,species,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,"",agaricus populneus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:108848,Agaricus porphyrophaeus,species,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,"",agaricus porphyrophaeus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:43640,Agaricus praeclaresquamosus,species,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,"",agaricus praeclaresquamosus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:234053,Agaricus praeclaresquamosus,species,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,"",agaricus praeclaresquamosus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:235455,Agaricus praeclaresquamosus var. terricolor,species,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,"",agaricus praeclaresquamosus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:109374,Agaricus praestans,species,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,"",agaricus praestans,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:108844,Agaricus prunuloides,species,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,"",agaricus prunuloides,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:300091,Agaricus purpurascens,species,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,"",agaricus purpurascens,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:300052,Agaricus russula,species,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,"",agaricus russula,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:119517,Agaricus sejunctus,species,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,"",agaricus sejunctus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:148103,Agaricus spissicaulis,species,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,"",agaricus spissicaulis,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:235797,Agaricus stramineus,species,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,"",agaricus stramineus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:119381,Agaricus strobiliformis,species,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,"",agaricus strobiliformis,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:300161,Agaricus subviscifer,species,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,"",agaricus subviscifer,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:468159,Agaricus tigrinus,species,"",Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,"",agaricus tigrinus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:448316,Agaricus vermicularis,species,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,"Agaricales, genera incertae sedis","",agaricus vermicularis,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:101403,Agonum bogemanni,species,"",Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,"",agonum bogemanni,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:146744,Agonum krynicki,species,"",Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,"",agonum krynicki,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:234968,Agonum krynickii,species,"",Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,"",agonum krynickii,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:146745,Agonum longiventre,species,"",Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,"",agonum longiventre,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:146742,Agonum mannerheimi,species,"",Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,"",agonum mannerheimi,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:137095,Agraecina striata,species,"",Animalia,Arthropoda,Arachnida,Araneae,Liocranidae,"",agraecina striata,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:139131,Agriades glandon,species,"",Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"",agriades glandon,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:228696,Agriades glandon aquilo,species,"",Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"",agriades glandon,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:105402,Agriades glandon,species,"",Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"",agriades glandon,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:25242,Agrilus aurichalceus,species,"",Animalia,Arthropoda,Insecta,Coleoptera,Buprestidae,"",agrilus aurichalceus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:25243,Agrilus communis,species,"",Animalia,Arthropoda,Insecta,Coleoptera,Buprestidae,"",agrilus communis,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:Taxon:100219,Agrilus guerini,species,NT,Animalia,Arthropoda,Insecta,Coleoptera,Buprestidae,native,agrilus guerini,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:25239,Agrilus scaberrimus,species,"",Animalia,Arthropoda,Insecta,Coleoptera,Buprestidae,"",agrilus scaberrimus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:Taxon:100225,Agriphila poliella,species,EN,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,native,agriphila poliella,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:146671,Agroeca striata,species,"",Animalia,Arthropoda,Arachnida,Araneae,Liocranidae,"",agroeca striata,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:58788,Agrostemma involucratum,species,"",Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,"",agrostemma involucratum,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:90472,Agrostis interrupta,species,"",Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,"",agrostis interrupta,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:90475,Agrostis spica-venti,species,"",Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,"",agrostis spica-venti,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:90473,Agrostis spica-venti f. pygmaea,species,"",Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,"",agrostis spica-venti,FALSE,FALSE,FALSE,0
