taxonID,scientificName,taxonRank,threatStatus,scientific_std,matched_any,matched_grid10,matched_grid50
urn:lsid:dyntaxa.se:Taxon:101245,Loricula ruficeps,species,EN,loricula ruficeps,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:101248,Lycaena helle,species,EN,lycaena helle,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:250110,Lycoperdon radicatum,species,EN,lycoperdon radicatum,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:552,Lycopodium tristachyum,species,VU,lycopodium tristachyum,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:221940,Lycopodium zeilleri,species,VU,lycopodium zeilleri,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:102093,Machimus arthriticus,species,VU,machimus arthriticus,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:575,Macowanites candidus,species,VU,macowanites candidus,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:101300,Melitaea britomartis,species,CR,melitaea britomartis,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:1038,Mentha × gracilis,species,EN,mentha × gracilis,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:100186,Microporus nigrita,species,VU,microporus nigrita,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:240282,Microsania vrydaghi,species,VU,microsania vrydaghi,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:1063,Moelleropsis nebulosa,species,EN,moelleropsis nebulosa,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:101341,Monochamus sartor,species,EN,monochamus sartor,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:102467,Nemapogon falstriellus,species,VU,nemapogon falstriellus,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:102468,Nemapogon fungivorellus,species,VU,nemapogon fungivorellus,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:264893,Nemapogon gliriellus,species,EN,nemapogon gliriellus,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:101381,Nematopogon adansoniellus,species,VU,nematopogon adansoniellus,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:800,Neohygrocybe ingrata,species,VU,neohygrocybe ingrata,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:250096,Odoria alborubescens,species,EN,odoria alborubescens,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:6040048,Ophion dispar,species,VU,ophion dispar,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:6011206,Ophion forticornis,species,EN,ophion forticornis,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:244701,Ornatoscalpellum stroemi,species,VU,ornatoscalpellum stroemi,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:1128,Orobanche purpurea,species,CR,orobanche purpurea,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:714,Osmoporus protractus,species,VU,osmoporus protractus,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:234367,Oxybelus latidens,species,CR,oxybelus latidens,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:218156,Paracoryphella parva,species,CR,paracoryphella parva,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:217837,Paramuricea placomus,species,EN,paramuricea placomus,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:102532,Pelecocera lusitanica,species,VU,pelecocera lusitanica,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:101570,Pelenomus olssoni,species,VU,pelenomus olssoni,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:1110,Pelloporus triqueter,species,EN,pelloporus triqueter,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:101523,Pemphredon fennica,species,EN,pemphredon fennica,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:220207,Pentanema conyzae,species,EN,pentanema conyzae,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:101524,Pentanota meuseli,species,VU,pentanota meuseli,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:1176,Perenniporia fraxinea,species,CR,perenniporia fraxinea,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:1179,Perenniporia subacida,species,VU,perenniporia subacida,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:101529,Peritrechus lundii,species,EN,peritrechus lundii,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:1188,Peucedanum oreoselinum,species,VU,peucedanum oreoselinum,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:101444,Phiaris heinrichana,species,VU,phiaris heinrichana,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:218112,Philine punctata,species,EN,philine punctata,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:1209,Phlebia centrifuga,species,VU,phlebia centrifuga,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:1217,Phlebia lindtneri,species,VU,phlebia lindtneri,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:101562,Phyllonorycter staintoniellus,species,CR,phyllonorycter staintoniellus,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:101575,Pilemostoma fastuosum,species,VU,pilemostoma fastuosum,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:1240,Piloporia sajanensis,species,EN,piloporia sajanensis,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:1251,Pleuridium palustre,species,EN,pleuridium palustre,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:101566,Poecilium pusillum,species,VU,poecilium pusillum,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:1258,Poeltinula interjecta,species,CR,poeltinula interjecta,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:1824,Porina leptalea,species,VU,porina leptalea,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:1279,Porpoloma metapodium,species,VU,porpoloma metapodium,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:1280,Porpoloma pes-caprae,species,EN,porpoloma pes-caprae,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:1100,Postia floriformis,species,VU,postia floriformis,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:5260,Postia lateritia,species,VU,postia lateritia,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:1290,Protobryum bryoides,species,VU,protobryum bryoides,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:102641,Pseudochrysis neglecta,species,VU,pseudochrysis neglecta,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:233598,Pseudocuma similis,species,VU,pseudocuma similis,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:719,Pseudognaphalium luteoalbum,species,EN,pseudognaphalium luteoalbum,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:264414,Puccinellia nutkaënsis,species,VU,puccinellia nutkaënsis,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:2514,Racomitrium macounii,species,VU,racomitrium macounii,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:5735,Ramaria broomei,species,EN,ramaria broomei,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:1354,Ramaria echinovirens,species,EN,ramaria echinovirens,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:1356,Ramaria roellinii,species,VU,ramaria roellinii,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:5749,Ramaria schildii,species,VU,ramaria schildii,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:101701,Remus sericeus,species,VU,remus sericeus,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:1373,Rhinanthus angustifolius subsp. apterus,subspecies,EN,rhinanthus angustifolius,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:232923,Rhodospora sordida,species,VU,rhodospora sordida,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:5322,Rigidoporus obducens,species,VU,rigidoporus obducens,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:1398,Rosa × inodora,species,EN,rosa × inodora,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:235139,Rubus gillotii,species,CR,rubus gillotii,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:267006,Rubus onsalaënsis,species,EN,rubus onsalaënsis,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:1412,Rubus pyramidalis,species,EN,rubus pyramidalis,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:1419,Rubus vigorosus,species,CR,rubus vigorosus,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:3192,Rugosomyces ionides,species,VU,rugosomyces ionides,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:220897,Sagina × normaniana,species,VU,sagina × normaniana,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:1441,Sarcodontia crocea,species,CR,sarcodontia crocea,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:1449,Saxifraga osloënsis,species,VU,saxifraga osloënsis,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:1934,Saxifraga × opdalensis,species,VU,saxifraga × opdalensis,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:243773,Scathophaga scybalaria,species,VU,scathophaga scybalaria,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:1481,Seligeria campylopoda,species,EN,seligeria campylopoda,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:1484,Seligeria subimmersa,species,VU,seligeria subimmersa,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:2062,Skeletocutis brevispora,species,VU,skeletocutis brevispora,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:2063,Skeletocutis chrysella,species,VU,skeletocutis chrysella,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:233025,Skeletocutis jelicii,species,EN,skeletocutis jelicii,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:1506,Skeletocutis odora,species,VU,skeletocutis odora,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:1508,Sorbus obtusifolia,species,EN,sorbus obtusifolia,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:6037534,Sorbus teodori,species,CR,sorbus teodori,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:106768,Sphecodes spinulosus,species,CR,sphecodes spinulosus,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:102551,Sphiximorpha subsessillis,species,EN,sphiximorpha subsessillis,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:6037,Spongipellis delectans,species,VU,spongipellis delectans,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:101815,Spuleria flavicaput,species,VU,spuleria flavicaput,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:1520,Squamanita contortipes,species,VU,squamanita contortipes,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:257114,Squamarina degelii,species,EN,squamarina degelii,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:898,Steccherinum collabens,species,VU,steccherinum collabens,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:215274,Stenoptilia islandica,species,VU,stenoptilia islandica,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:1530,Stephensia bombycina,species,EN,stephensia bombycina,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:1539,Strigula jamesii,species,VU,strigula jamesii,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:230130,Strigula stigmatella,species,EN,strigula stigmatella,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:234248,Styela atlantica,species,EN,styela atlantica,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:101873,Syncopacma sangiella,species,EN,syncopacma sangiella,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:101874,Syncopacma suecicella,species,CR,syncopacma suecicella,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:214762,Syncopacma wormiella,species,VU,syncopacma wormiella,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:101878,Systenus scholtzi,species,VU,systenus scholtzi,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:232160,Systenus tener,species,EN,systenus tener,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:266268,Taraxacum bavaricum,species,CR,taraxacum bavaricum,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:230712,Taraxacum biformatum,species,EN,taraxacum biformatum,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:230675,Taraxacum dilutisquameum,species,EN,taraxacum dilutisquameum,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:230655,Taraxacum tortilobum,species,CR,taraxacum tortilobum,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:244009,Taxigramma heteroneura,species,VU,taxigramma heteroneura,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:102900,Temnothorax parvulus,species,VU,temnothorax parvulus,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:101888,Teredus cylindricus,species,CR,teredus cylindricus,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:1602,Tortella × cuspidatissima,species,EN,tortella × cuspidatissima,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:525,Tortula randii,species,CR,tortula randii,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:101913,Trachypachus zetterstedti,species,VU,trachypachus zetterstedti,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:211273,Trachys scrobiculata,species,VU,trachys scrobiculata,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:245031,Tricholoma borgsjoeënse,species,VU,tricholoma borgsjoeënse,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:245044,Tricholoma roseoacerbum,species,VU,tricholoma roseoacerbum,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:991,Tritomaria capitata,species,VU,tritomaria capitata,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:241161,Urophora aprica,species,VU,urophora aprica,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:1642,Usnea longissima,species,VU,usnea longissima,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:1671,Vulpia bromoides,species,EN,vulpia bromoides,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:234732,Wagneriala minima,species,VU,wagneriala minima,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:1673,Xanthomendoza fallax,species,CR,xanthomendoza fallax,FALSE,FALSE,FALSE
urn:lsid:dyntaxa.se:Taxon:245509,Xerocomus moravicus,species,EN,xerocomus moravicus,FALSE,FALSE,FALSE
