taxonID,scientificName,taxonRank,threatStatus,family,order,priority,n_cells_10km,n_cells_50km,total_occ_10km
urn:lsid:dyntaxa.se:Taxon:232017,Hieracium speculare,species,EN,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,4
urn:lsid:dyntaxa.se:Taxon:232021,Hieracium spodiocladum,species,EN,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,18
urn:lsid:dyntaxa.se:Taxon:232022,Hieracium spodiolepis,species,EN,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,6
urn:lsid:dyntaxa.se:Taxon:231423,Hieracium stenocoloides,species,EN,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,10
urn:lsid:dyntaxa.se:Taxon:232030,Hieracium stenolomoides,species,EN,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,36
urn:lsid:dyntaxa.se:Taxon:232039,Hieracium strictipes,species,EN,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,5
urn:lsid:dyntaxa.se:Taxon:232041,Hieracium subacuens,species,EN,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,21
urn:lsid:dyntaxa.se:Taxon:232043,Hieracium subchristianense,species,EN,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,1
urn:lsid:dyntaxa.se:Taxon:232048,Hieracium subhastatum,species,EN,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,4
urn:lsid:dyntaxa.se:Taxon:231440,Hieracium subnaevosum,species,EN,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,17
urn:lsid:dyntaxa.se:Taxon:231441,Hieracium subnitidum,species,EN,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,82
urn:lsid:dyntaxa.se:Taxon:232055,Hieracium subplacerum,species,EN,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,25
urn:lsid:dyntaxa.se:Taxon:266120,Hieracium svanlundii,species,EN,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,29
urn:lsid:dyntaxa.se:Taxon:231450,Hieracium symmetricum,species,EN,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,6
urn:lsid:dyntaxa.se:Taxon:232080,Hieracium tincticuspis,species,EN,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,24
urn:lsid:dyntaxa.se:Taxon:231453,Hieracium tjaelderense,species,EN,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,6
urn:lsid:dyntaxa.se:Taxon:251900,Hieracium transtrandense,species,EN,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,16
urn:lsid:dyntaxa.se:Taxon:232088,Hieracium tubaticeps,species,EN,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,34
urn:lsid:dyntaxa.se:Taxon:232096,Hieracium unctiusculum,species,EN,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,60
urn:lsid:dyntaxa.se:Taxon:231459,Hieracium variabile,species,EN,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,95
urn:lsid:dyntaxa.se:Taxon:231460,Hieracium varianifolium,species,EN,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,8
urn:lsid:dyntaxa.se:Taxon:232110,Hieracium venetifolium,species,EN,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,5
urn:lsid:dyntaxa.se:Taxon:266125,Hieracium victoriae,species,EN,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,14
urn:lsid:dyntaxa.se:Taxon:232113,Hieracium viriatum,species,EN,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,4
urn:lsid:dyntaxa.se:Taxon:232109,Hieracium wendelianum,species,EN,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,3
urn:lsid:dyntaxa.se:Taxon:232121,Hieracium zonulatum,species,EN,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,13
urn:lsid:dyntaxa.se:Taxon:232122,Hieracium zygophorum,species,EN,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,17
urn:lsid:dyntaxa.se:Taxon:102145,Hippoglossus hippoglossus,species,EN,Pleuronectidae,Pleuronectiformes,Threatened - Poorly Sampled,1,1,12
urn:lsid:dyntaxa.se:Taxon:101078,Holcopogon bubulcellus,species,EN,Autostichidae,Lepidoptera,Threatened - Not in GBIF,,,
urn:lsid:dyntaxa.se:Taxon:101080,Hoplia philanthus,species,EN,Scarabaeidae,Coleoptera,Threatened - Poorly Sampled,1,1,15
urn:lsid:dyntaxa.se:Taxon:784,Hordeum secalinum,species,EN,Poaceae,Poales,Threatened - Poorly Sampled,1,1,323
urn:lsid:dyntaxa.se:Taxon:101081,Horisme aemulata,species,EN,Geometridae,Lepidoptera,Threatened - Poorly Sampled,1,1,32
urn:lsid:dyntaxa.se:Taxon:101082,Horisme aquata,species,EN,Geometridae,Lepidoptera,Threatened - Poorly Sampled,1,1,110
urn:lsid:dyntaxa.se:Taxon:101084,Hydaticus continentalis,species,EN,Dytiscidae,Coleoptera,Threatened - Poorly Sampled,1,1,58
urn:lsid:dyntaxa.se:Taxon:239737,Hydnellum cumulatum,species,EN,Bankeraceae,Thelephorales,Threatened - Poorly Sampled,1,1,181
urn:lsid:dyntaxa.se:Taxon:1436,Hydnellum fuligineoviolaceum,species,EN,Bankeraceae,Thelephorales,Threatened - Poorly Sampled,1,1,553
urn:lsid:dyntaxa.se:Taxon:789,Hydnellum mirabile,species,EN,Bankeraceae,Thelephorales,Threatened - Poorly Sampled,1,1,1064
urn:lsid:dyntaxa.se:Taxon:817,Hygrophorus arbustivus,species,EN,Hygrophoraceae,Agaricales,Threatened - Poorly Sampled,1,1,296
urn:lsid:dyntaxa.se:Taxon:820,Hygrophorus calophyllus,species,EN,Hygrophoraceae,Agaricales,Threatened - Not in GBIF,,,
urn:lsid:dyntaxa.se:Taxon:823,Hygrophorus hyacinthinus,species,EN,Hygrophoraceae,Agaricales,Threatened - Poorly Sampled,1,1,51
urn:lsid:dyntaxa.se:Taxon:829,Hygrophorus purpurascens,species,EN,Hygrophoraceae,Agaricales,Threatened - Poorly Sampled,1,1,77
urn:lsid:dyntaxa.se:Taxon:252387,Hymenochaete ulmicola,species,EN,Hymenochaetaceae,Hymenochaetales,Threatened - Poorly Sampled,1,1,1909
urn:lsid:dyntaxa.se:Taxon:101110,Hymenophorus doublieri,species,EN,Tenebrionidae,Coleoptera,Threatened - Not in GBIF,,,
urn:lsid:dyntaxa.se:Taxon:836,Hypericum humifusum,species,EN,Hypericaceae,Malpighiales,Threatened - Poorly Sampled,1,1,891
urn:lsid:dyntaxa.se:Taxon:838,Hyperphyscia adglutinata,species,EN,Physciaceae,Caliciales,Threatened - Poorly Sampled,1,1,142
urn:lsid:dyntaxa.se:Taxon:101120,Hyphoraia aulica,species,EN,Erebidae,Lepidoptera,Threatened - Poorly Sampled,1,1,272
urn:lsid:dyntaxa.se:Taxon:100441,Hypocaccus dimidiatus,species,EN,Histeridae,Coleoptera,Threatened - Poorly Sampled,1,1,1
urn:lsid:dyntaxa.se:Taxon:101123,Hypocaccus rugiceps,species,EN,Histeridae,Coleoptera,Threatened - Poorly Sampled,1,1,164
urn:lsid:dyntaxa.se:Taxon:854,Hypochnella violacea,species,EN,Atheliaceae,Atheliales,Threatened - Poorly Sampled,1,1,8
urn:lsid:dyntaxa.se:Taxon:101133,Idaea dilutaria,species,EN,Geometridae,Lepidoptera,Threatened - Poorly Sampled,1,1,42
urn:lsid:dyntaxa.se:Taxon:232274,Imperator rhodopurpureus,species,EN,Boletaceae,Boletales,Threatened - Poorly Sampled,1,1,91
urn:lsid:dyntaxa.se:Taxon:101137,Inocellia crassicornis,species,EN,Inocelliidae,Raphidioptera,Threatened - Poorly Sampled,1,1,56
urn:lsid:dyntaxa.se:Taxon:2021,Inocybe fibrosa,species,EN,Inocybaceae,Agaricales,Threatened - Poorly Sampled,1,1,58
urn:lsid:dyntaxa.se:Taxon:101139,Ips sexdentatus,species,EN,Curculionidae,Coleoptera,Threatened - Poorly Sampled,1,1,46
urn:lsid:dyntaxa.se:Taxon:101140,Ischnodes sanguinicollis,species,EN,Elateridae,Coleoptera,Threatened - Poorly Sampled,1,1,5
urn:lsid:dyntaxa.se:Taxon:101144,Ischnomera sanguinicollis,species,EN,Oedemeridae,Coleoptera,Threatened - Poorly Sampled,1,1,30
urn:lsid:dyntaxa.se:Taxon:1465,Isolepis setacea,species,EN,Cyperaceae,Poales,Threatened - Poorly Sampled,1,1,1485
urn:lsid:dyntaxa.se:Taxon:890,Isopterygiopsis alpicola,species,EN,Plagiotheciaceae,Hypnales,Threatened - Not in GBIF,,,
urn:lsid:dyntaxa.se:Taxon:1487,Jacobaea erucifolia,species,EN,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,367
urn:lsid:dyntaxa.se:Taxon:893,Juncus capitatus,species,EN,Juncaceae,Poales,Threatened - Poorly Sampled,1,1,663
urn:lsid:dyntaxa.se:Taxon:902,Kickxia elatine,species,EN,Plantaginaceae,Lamiales,Threatened - Poorly Sampled,1,1,761
urn:lsid:dyntaxa.se:Taxon:1888,Koeleria glauca,species,EN,Poaceae,Poales,Threatened - Poorly Sampled,1,1,2344
urn:lsid:dyntaxa.se:Taxon:911,Lactuca quercina,species,EN,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,206
urn:lsid:dyntaxa.se:Taxon:913,Lamprothamnium papulosum,species,EN,Characeae,Charales,Threatened - Poorly Sampled,1,1,100
urn:lsid:dyntaxa.se:Taxon:914,Lappula squarrosa,species,EN,Boraginaceae,Boraginales,Threatened - Poorly Sampled,1,1,1166
urn:lsid:dyntaxa.se:Taxon:101170,Lasconotus jelskii,species,EN,Zopheridae,Coleoptera,Threatened - Poorly Sampled,1,1,41
urn:lsid:dyntaxa.se:Taxon:232216,Lasioglossum quadrinotatulum,species,EN,Halictidae,Hymenoptera,Threatened - Poorly Sampled,1,1,13
urn:lsid:dyntaxa.se:Taxon:102682,Lasioglossum xanthopus,species,EN,Halictidae,Hymenoptera,Threatened - Poorly Sampled,1,1,73
urn:lsid:dyntaxa.se:Taxon:101176,Lasius bicornis,species,EN,Formicidae,Hymenoptera,Threatened - Poorly Sampled,1,1,3
urn:lsid:dyntaxa.se:Taxon:916,Lathyrus sphaericus,species,EN,Fabaceae,Fabales,Threatened - Poorly Sampled,1,1,256
urn:lsid:dyntaxa.se:Taxon:101183,Lebia cyanocephala,species,EN,Carabidae,Coleoptera,Threatened - Poorly Sampled,1,1,77
urn:lsid:dyntaxa.se:Taxon:1804,Lecania fuscella,species,EN,Ramalinaceae,Lecanorales,Threatened - Poorly Sampled,1,1,99
urn:lsid:dyntaxa.se:Taxon:1806,Lecania koerberiana,species,EN,Ramalinaceae,Lecanorales,Threatened - Poorly Sampled,1,1,36
urn:lsid:dyntaxa.se:Taxon:229077,Lecanora vacillans,species,EN,Lecanoraceae,Lecanorales,Threatened - Poorly Sampled,1,1,40
urn:lsid:dyntaxa.se:Taxon:928,Leccinellum crocipodium,species,EN,Boletaceae,Boletales,Threatened - Poorly Sampled,1,1,133
urn:lsid:dyntaxa.se:Taxon:229186,Lecidella pulveracea,species,EN,Lecanoraceae,Lecanorales,Threatened - Poorly Sampled,1,1,12
urn:lsid:dyntaxa.se:Taxon:940,Lentinus tigrinus,species,EN,Polyporaceae,Polyporales,Threatened - Poorly Sampled,1,1,22
urn:lsid:dyntaxa.se:Taxon:101190,Lepidurus apus,species,EN,Triopsidae,Notostraca,Threatened - Poorly Sampled,1,1,33
urn:lsid:dyntaxa.se:Taxon:946,Lepiota fuscovinacea,species,EN,Agaricaceae,Agaricales,Threatened - Poorly Sampled,1,1,44
urn:lsid:dyntaxa.se:Taxon:101192,Leptarthrus vitripennis,species,EN,Asilidae,Diptera,Threatened - Poorly Sampled,1,1,19
urn:lsid:dyntaxa.se:Taxon:956,Leptogium cyanescens,species,EN,Collemataceae,Peltigerales,Threatened - Poorly Sampled,1,1,392
urn:lsid:dyntaxa.se:Taxon:962,Leptogium rivulare,species,EN,Collemataceae,Peltigerales,Threatened - Poorly Sampled,1,1,343
urn:lsid:dyntaxa.se:Taxon:249167,Leptothorax goesswaldi,species,EN,Formicidae,Hymenoptera,Threatened - Not in GBIF,,,
urn:lsid:dyntaxa.se:Taxon:101198,Lepturalia nigripes,species,EN,Cerambycidae,Coleoptera,Threatened - Poorly Sampled,1,1,130
urn:lsid:dyntaxa.se:Taxon:974,Leucopaxillus tricolor,species,EN,Tricholomataceae,Agaricales,Threatened - Poorly Sampled,1,1,117
urn:lsid:dyntaxa.se:Taxon:101212,Limenitis camilla,species,EN,Nymphalidae,Lepidoptera,Threatened - Not in GBIF,,,
urn:lsid:dyntaxa.se:Taxon:101213,Limnadia lenticularis,species,EN,Limnadiidae,Diplostraca,Threatened - Poorly Sampled,1,1,71
urn:lsid:dyntaxa.se:Taxon:100076,Limosa limosa,species,EN,Scolopacidae,Charadriiformes,Threatened - Poorly Sampled,1,1,89415
urn:lsid:dyntaxa.se:Taxon:234398,Lindenius pygmaeus,species,EN,Crabronidae,Hymenoptera,Threatened - Poorly Sampled,1,1,4
urn:lsid:dyntaxa.se:Taxon:986,Lobaria virens,species,EN,Lobariaceae,Peltigerales,Threatened - Not in GBIF,,,
urn:lsid:dyntaxa.se:Taxon:101239,Longitarsus quadriguttatus,species,EN,Chrysomelidae,Coleoptera,Threatened - Poorly Sampled,1,1,13
urn:lsid:dyntaxa.se:Taxon:995,Lophoziopsis pellucida,species,EN,Jungermanniaceae,Jungermanniales,Threatened - Poorly Sampled,1,1,5
urn:lsid:dyntaxa.se:Taxon:101245,Loricula ruficeps,species,EN,Microphysidae,Hemiptera,Threatened - Not in GBIF,,,
urn:lsid:dyntaxa.se:Taxon:1001,Luronium natans,species,EN,Alismataceae,Alismatales,Threatened - Poorly Sampled,1,1,374
urn:lsid:dyntaxa.se:Taxon:101248,Lycaena helle,species,EN,Lycaenidae,Lepidoptera,Threatened - Not in GBIF,,,
urn:lsid:dyntaxa.se:Taxon:101249,Lycia zonaria,species,EN,Geometridae,Lepidoptera,Threatened - Poorly Sampled,1,1,143
urn:lsid:dyntaxa.se:Taxon:2035,Lycoperdon atropurpureum,species,EN,Lycoperdaceae,Agaricales,Threatened - Poorly Sampled,1,1,182
urn:lsid:dyntaxa.se:Taxon:250110,Lycoperdon radicatum,species,EN,Lycoperdaceae,Agaricales,Threatened - Not in GBIF,,,
urn:lsid:dyntaxa.se:Taxon:227474,Lysippe fragilis,species,EN,Ampharetidae,Terebellida,Threatened - Poorly Sampled,1,1,52
urn:lsid:dyntaxa.se:Taxon:101259,Maculinea alcon,species,EN,Lycaenidae,Lepidoptera,Threatened - Poorly Sampled,1,1,1773
urn:lsid:dyntaxa.se:Taxon:105363,Malachius aeneus,species,EN,Malachiidae,Coleoptera,Threatened - Poorly Sampled,1,1,287
urn:lsid:dyntaxa.se:Taxon:101262,Maladera holosericea,species,EN,Scarabaeidae,Coleoptera,Threatened - Poorly Sampled,1,1,72
urn:lsid:dyntaxa.se:Taxon:101268,Margaritifera margaritifera,species,EN,Margaritiferidae,Unionoida,Threatened - Poorly Sampled,1,1,2944
urn:lsid:dyntaxa.se:Taxon:1019,Marrubium vulgare,species,EN,Lamiaceae,Lamiales,Threatened - Poorly Sampled,1,1,1015
urn:lsid:dyntaxa.se:Taxon:2405,Marsupella funckii,species,EN,Gymnomitriaceae,Jungermanniales,Threatened - Poorly Sampled,1,1,168
urn:lsid:dyntaxa.se:Taxon:102518,Medon dilutus,species,EN,Staphylinidae,Coleoptera,Threatened - Poorly Sampled,1,1,2
urn:lsid:dyntaxa.se:Taxon:1026,Megalaria grossa,species,EN,Ramalinaceae,Lecanorales,Threatened - Poorly Sampled,1,1,3597
urn:lsid:dyntaxa.se:Taxon:281,Megalaria laureri,species,EN,Ramalinaceae,Lecanorales,Threatened - Poorly Sampled,1,1,841
urn:lsid:dyntaxa.se:Taxon:101281,Melandrya barbata,species,EN,Melandryidae,Coleoptera,Threatened - Poorly Sampled,1,1,41
urn:lsid:dyntaxa.se:Taxon:101282,Melandrya caraboides,species,EN,Melandryidae,Coleoptera,Threatened - Poorly Sampled,1,1,61
urn:lsid:dyntaxa.se:Taxon:101283,Melandrya dubia,species,EN,Melandryidae,Coleoptera,Threatened - Poorly Sampled,1,1,144
urn:lsid:dyntaxa.se:Taxon:101287,Meliceria tragardhi,species,EN,Staphylinidae,Coleoptera,Threatened - Poorly Sampled,1,1,2
urn:lsid:dyntaxa.se:Taxon:101296,Meligethes serripes,species,EN,Nitidulidae,Coleoptera,Threatened - Poorly Sampled,1,1,23
urn:lsid:dyntaxa.se:Taxon:1035,Melilotus dentatus,species,EN,Fabaceae,Fabales,Threatened - Poorly Sampled,1,1,305
urn:lsid:dyntaxa.se:Taxon:101301,Mellinus crabroneus,species,EN,Crabronidae,Hymenoptera,Threatened - Poorly Sampled,1,1,52
urn:lsid:dyntaxa.se:Taxon:101302,Meloe brevicollis,species,EN,Meloidae,Coleoptera,Threatened - Poorly Sampled,1,1,79
urn:lsid:dyntaxa.se:Taxon:1038,Mentha × gracilis,species,EN,Lamiaceae,Lamiales,Threatened - Not in GBIF,,,
urn:lsid:dyntaxa.se:Taxon:101310,Mesosa curculionoides,species,EN,Cerambycidae,Coleoptera,Threatened - Poorly Sampled,1,1,106
urn:lsid:dyntaxa.se:Taxon:101314,Methocha articulata,species,EN,Thynnidae,Hymenoptera,Threatened - Poorly Sampled,1,1,35
urn:lsid:dyntaxa.se:Taxon:80,Metzgeria pubescens,species,EN,Metzgeriaceae,Metzgeriales,Threatened - Poorly Sampled,1,1,32
urn:lsid:dyntaxa.se:Taxon:101321,Micridium angulicolle,species,EN,Ptiliidae,Coleoptera,Threatened - Poorly Sampled,1,1,8
urn:lsid:dyntaxa.se:Taxon:633,Microeurhynchium pumilum,species,EN,Brachytheciaceae,Hypnales,Threatened - Poorly Sampled,1,1,18
urn:lsid:dyntaxa.se:Taxon:1052,Micromitrium tenerum,species,EN,Pottiaceae,Pottiales,Threatened - Poorly Sampled,1,1,96
urn:lsid:dyntaxa.se:Taxon:1058,Mielichhoferia mielichhoferiana,species,EN,Mielichhoferiaceae,Bryales,Threatened - Poorly Sampled,1,1,20
urn:lsid:dyntaxa.se:Taxon:222588,Milium vernale,species,EN,Poaceae,Poales,Threatened - Poorly Sampled,1,1,474
urn:lsid:dyntaxa.se:Taxon:103060,Milvus migrans,species,EN,Accipitridae,Accipitriformes,Threatened - Poorly Sampled,1,1,46560
urn:lsid:dyntaxa.se:Taxon:234317,Mimumesa spooneri,species,EN,Crabronidae,Hymenoptera,Threatened - Poorly Sampled,1,1,4
urn:lsid:dyntaxa.se:Taxon:101336,Mirificarma lentiginosella,species,EN,Gelechiidae,Lepidoptera,Threatened - Poorly Sampled,1,1,55
urn:lsid:dyntaxa.se:Taxon:232128,Mocydiopsis parvicauda,species,EN,Cicadellidae,Hemiptera,Threatened - Poorly Sampled,1,1,6
urn:lsid:dyntaxa.se:Taxon:102717,Modiolus cimbricus,species,EN,Mytilidae,Mytiloida,Threatened - Poorly Sampled,1,1,3
urn:lsid:dyntaxa.se:Taxon:1063,Moelleropsis nebulosa,species,EN,Pannariaceae,Peltigerales,Threatened - Not in GBIF,,,
urn:lsid:dyntaxa.se:Taxon:206180,Molva molva,species,EN,Lotidae,Gadiformes,Threatened - Poorly Sampled,1,1,52
urn:lsid:dyntaxa.se:Taxon:101341,Monochamus sartor,species,EN,Cerambycidae,Coleoptera,Threatened - Not in GBIF,,,
urn:lsid:dyntaxa.se:Taxon:101342,Monochroa ferrea,species,EN,Gelechiidae,Lepidoptera,Threatened - Poorly Sampled,1,1,30
urn:lsid:dyntaxa.se:Taxon:101344,Monochroa inflexella,species,EN,Gelechiidae,Lepidoptera,Threatened - Poorly Sampled,1,1,8
urn:lsid:dyntaxa.se:Taxon:217754,Munidopsis serricornis,species,EN,Munidopsidae,Decapoda,Threatened - Poorly Sampled,1,1,35
urn:lsid:dyntaxa.se:Taxon:102716,Musculus niger,species,EN,Mytilidae,Mytiloida,Threatened - Poorly Sampled,1,1,158
urn:lsid:dyntaxa.se:Taxon:252391,Mycosphaerella chimaphilae,species,EN,Mycosphaerellaceae,Capnodiales,Threatened - Poorly Sampled,1,1,98
urn:lsid:dyntaxa.se:Taxon:262167,Myotis alcathoe,species,EN,Vespertilionidae,Chiroptera,Threatened - Poorly Sampled,1,1,55
urn:lsid:dyntaxa.se:Taxon:100085,Myotis bechsteinii,species,EN,Vespertilionidae,Chiroptera,Threatened - Poorly Sampled,1,1,70
urn:lsid:dyntaxa.se:Taxon:205991,Myotis myotis,species,EN,Vespertilionidae,Chiroptera,Threatened - Poorly Sampled,1,1,69
urn:lsid:dyntaxa.se:Taxon:264893,Nemapogon gliriellus,species,EN,Tineidae,Lepidoptera,Threatened - Not in GBIF,,,
urn:lsid:dyntaxa.se:Taxon:71,Neoantrodia infirma,species,EN,Fomitopsidaceae,Polyporales,Threatened - Poorly Sampled,1,1,8
urn:lsid:dyntaxa.se:Taxon:72,Neoantrodia primaeva,species,EN,Fomitopsidaceae,Polyporales,Threatened - Poorly Sampled,1,1,7
urn:lsid:dyntaxa.se:Taxon:1082,Nepeta cataria,species,EN,Lamiaceae,Lamiales,Threatened - Poorly Sampled,1,1,1285
urn:lsid:dyntaxa.se:Taxon:1084,Neslia paniculata,species,EN,Brassicaceae,Brassicales,Threatened - Poorly Sampled,1,1,1295
urn:lsid:dyntaxa.se:Taxon:101392,Neuraphes perssoni,species,EN,Staphylinidae,Coleoptera,Threatened - Poorly Sampled,1,1,8
urn:lsid:dyntaxa.se:Taxon:1087,Nitella capillaris,species,EN,Characeae,Charales,Threatened - Poorly Sampled,1,1,124
urn:lsid:dyntaxa.se:Taxon:1090,Nitella syncarpa,species,EN,Characeae,Charales,Threatened - Poorly Sampled,1,1,103
urn:lsid:dyntaxa.se:Taxon:1324,Nogopterium gracile,species,EN,Leucodontaceae,Hypnales,Threatened - Poorly Sampled,1,1,231
urn:lsid:dyntaxa.se:Taxon:101401,Nomada argentata,species,EN,Apidae,Hymenoptera,Threatened - Poorly Sampled,1,1,180
urn:lsid:dyntaxa.se:Taxon:103227,Nomada baccata,species,EN,Apidae,Hymenoptera,Threatened - Poorly Sampled,1,1,27
urn:lsid:dyntaxa.se:Taxon:102695,Nomada integra,species,EN,Apidae,Hymenoptera,Threatened - Poorly Sampled,1,1,1
urn:lsid:dyntaxa.se:Taxon:101408,Nosodendron fasciculare,species,EN,Nosodendridae,Coleoptera,Threatened - Poorly Sampled,1,1,101
urn:lsid:dyntaxa.se:Taxon:100091,Numenius arquata,species,EN,Scolopacidae,Charadriiformes,Threatened - Poorly Sampled,1,1,501836
urn:lsid:dyntaxa.se:Taxon:101420,Nysson interruptus,species,EN,Crabronidae,Hymenoptera,Threatened - Poorly Sampled,1,1,51
urn:lsid:dyntaxa.se:Taxon:101429,Octotemnus mandibularis,species,EN,Ciidae,Coleoptera,Threatened - Poorly Sampled,1,1,4
urn:lsid:dyntaxa.se:Taxon:250096,Odoria alborubescens,species,EN,Meruliaceae,Polyporales,Threatened - Not in GBIF,,,
urn:lsid:dyntaxa.se:Taxon:1098,Oenanthe fistulosa,species,EN,Apiaceae,Apiales,Threatened - Poorly Sampled,1,1,605
urn:lsid:dyntaxa.se:Taxon:218164,Okenia aspersa,species,EN,Goniodorididae,Nudibranchia,Threatened - Poorly Sampled,1,1,7
urn:lsid:dyntaxa.se:Taxon:101450,Omophlus pubescens,species,EN,Tenebrionidae,Coleoptera,Threatened - Poorly Sampled,1,1,53
urn:lsid:dyntaxa.se:Taxon:100356,Omphalapion laevigatum,species,EN,Apionidae,Coleoptera,Threatened - Poorly Sampled,1,1,80
urn:lsid:dyntaxa.se:Taxon:105825,Opatrum riparium,species,EN,Tenebrionidae,Coleoptera,Threatened - Poorly Sampled,1,1,16
urn:lsid:dyntaxa.se:Taxon:6011206,Ophion forticornis,species,EN,Ichneumonidae,Hymenoptera,Threatened - Not in GBIF,,,
urn:lsid:dyntaxa.se:Taxon:102319,Opilo domesticus,species,EN,Cleridae,Coleoptera,Threatened - Poorly Sampled,1,1,34
urn:lsid:dyntaxa.se:Taxon:100094,Oriolus oriolus,species,EN,Oriolidae,Passeriformes,Threatened - Poorly Sampled,1,1,26517
urn:lsid:dyntaxa.se:Taxon:1125,Orobanche elatior,species,EN,Orobanchaceae,Lamiales,Threatened - Poorly Sampled,1,1,845
urn:lsid:dyntaxa.se:Taxon:1129,Orobanche reticulata,species,EN,Orobanchaceae,Lamiales,Threatened - Poorly Sampled,1,1,842
urn:lsid:dyntaxa.se:Taxon:101472,Orthocephalus vittipennis,species,EN,Miridae,Hemiptera,Threatened - Poorly Sampled,1,1,1
urn:lsid:dyntaxa.se:Taxon:102544,Orthonevra elegans,species,EN,Syrphidae,Diptera,Threatened - Poorly Sampled,1,1,6
urn:lsid:dyntaxa.se:Taxon:1130,Orthothecium lapponicum,species,EN,Plagiotheciaceae,Hypnales,Threatened - Poorly Sampled,1,1,222
urn:lsid:dyntaxa.se:Taxon:1133,Orthotrichum patens,species,EN,Orthotrichaceae,Orthotrichales,Threatened - Poorly Sampled,1,1,41
urn:lsid:dyntaxa.se:Taxon:1138,Orthotrichum tenellum,species,EN,Orthotrichaceae,Orthotrichales,Threatened - Poorly Sampled,1,1,10
urn:lsid:dyntaxa.se:Taxon:102686,Osmia maritima,species,EN,Megachilidae,Hymenoptera,Threatened - Poorly Sampled,1,1,149
urn:lsid:dyntaxa.se:Taxon:101488,Oxylaemus variolosus,species,EN,Bothrideridae,Coleoptera,Threatened - Poorly Sampled,1,1,1
urn:lsid:dyntaxa.se:Taxon:1142,Oxytropis pilosa,species,EN,Fabaceae,Fabales,Threatened - Poorly Sampled,1,1,999
urn:lsid:dyntaxa.se:Taxon:100325,Pabulatrix pabulatricula,species,EN,Noctuidae,Lepidoptera,Threatened - Poorly Sampled,1,1,54
urn:lsid:dyntaxa.se:Taxon:101496,Pachycnemia hippocastanaria,species,EN,Geometridae,Lepidoptera,Threatened - Poorly Sampled,1,1,330
urn:lsid:dyntaxa.se:Taxon:1152,Pannaria conoplea,species,EN,Pannariaceae,Peltigerales,Threatened - Poorly Sampled,1,1,882
urn:lsid:dyntaxa.se:Taxon:217837,Paramuricea placomus,species,EN,Plexauridae,Alcyonacea,Threatened - Not in GBIF,,,
urn:lsid:dyntaxa.se:Taxon:232142,Parnassius apollo scandinavicus,subspecies,EN,Papilionidae,Lepidoptera,Threatened - Poorly Sampled,1,1,31569
urn:lsid:dyntaxa.se:Taxon:101510,Parnassius mnemosyne,species,EN,Papilionidae,Lepidoptera,Threatened - Poorly Sampled,1,1,153
urn:lsid:dyntaxa.se:Taxon:515,Pectenia plumbea,species,EN,Pannariaceae,Peltigerales,Threatened - Poorly Sampled,1,1,987
urn:lsid:dyntaxa.se:Taxon:101200,Pedostrangalia revestita,species,EN,Cerambycidae,Coleoptera,Threatened - Poorly Sampled,1,1,168
urn:lsid:dyntaxa.se:Taxon:258576,Pelecystola fraudulentella,species,EN,Tineidae,Lepidoptera,Threatened - Poorly Sampled,1,1,9
urn:lsid:dyntaxa.se:Taxon:1110,Pelloporus triqueter,species,EN,Hymenochaetaceae,Hymenochaetales,Threatened - Not in GBIF,,,
urn:lsid:dyntaxa.se:Taxon:101523,Pemphredon fennica,species,EN,Crabronidae,Hymenoptera,Threatened - Not in GBIF,,,
urn:lsid:dyntaxa.se:Taxon:220207,Pentanema conyzae,species,EN,Asteraceae,Asterales,Threatened - Not in GBIF,,,
urn:lsid:dyntaxa.se:Taxon:2042,Perenniporia tenuis,species,EN,Polyporaceae,Polyporales,Threatened - Poorly Sampled,1,1,37
