taxonID,scientificName,taxonRank,threatStatus,family,order,priority,n_cells_10km,n_cells_50km,total_occ_10km
urn:lsid:dyntaxa.se:Taxon:240235,Tachytrechus consobrinus,species,NT,Dolichopodidae,Diptera,Threatened - Poorly Sampled,1,1,34
urn:lsid:dyntaxa.se:Taxon:240240,Tachytrechus ripicola,species,NT,Dolichopodidae,Diptera,Threatened - Poorly Sampled,1,1,7
urn:lsid:dyntaxa.se:Taxon:102930,Tadorna tadorna,species,NT,Anatidae,Anseriformes,Threatened - Poorly Sampled,1,1,331925
urn:lsid:dyntaxa.se:Taxon:101882,Tanymastix stagnalis,species,NT,Branchiopodidae,Anostraca,Threatened - Poorly Sampled,1,1,84
urn:lsid:dyntaxa.se:Taxon:100368,Taphrotopium sulcifrons,species,NT,Apionidae,Coleoptera,Threatened - Poorly Sampled,1,1,206
urn:lsid:dyntaxa.se:Taxon:1545,Taraxacum crocodes,species,NT,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,1951
urn:lsid:dyntaxa.se:Taxon:1753,Taraxacum egregium,species,NT,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,176
urn:lsid:dyntaxa.se:Taxon:1757,Taraxacum litorale,species,NT,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,1355
urn:lsid:dyntaxa.se:Taxon:1953,Taraxacum tornense,species,NT,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,108
urn:lsid:dyntaxa.se:Taxon:101431,Tasgius globulifer,species,NT,Staphylinidae,Coleoptera,Threatened - Poorly Sampled,1,1,46
urn:lsid:dyntaxa.se:Taxon:101434,Tasgius winkleri,species,NT,Staphylinidae,Coleoptera,Threatened - Poorly Sampled,1,1,81
urn:lsid:dyntaxa.se:Taxon:1550,Tayloria tenuis,species,NT,Splachnaceae,Splachnales,Threatened - Poorly Sampled,1,1,252
urn:lsid:dyntaxa.se:Taxon:102506,Tebenna bjerkandrella,species,NT,Choreutidae,Lepidoptera,Threatened - Poorly Sampled,1,1,94
urn:lsid:dyntaxa.se:Taxon:245028,Tectella patellaris,species,NT,Mycenaceae,Agaricales,Threatened - Poorly Sampled,1,1,20
urn:lsid:dyntaxa.se:Taxon:214416,Telechrysis tripuncta,species,NT,Depressariidae,Lepidoptera,Threatened - Not in GBIF,,,
urn:lsid:dyntaxa.se:Taxon:214662,Teleiodes sequax,species,NT,Gelechiidae,Lepidoptera,Threatened - Not in GBIF,,,
urn:lsid:dyntaxa.se:Taxon:234641,Temnostoma carens,species,NT,Syrphidae,Diptera,Threatened - Poorly Sampled,1,1,9
urn:lsid:dyntaxa.se:Taxon:102552,Temnostoma meridionale,species,NT,Syrphidae,Diptera,Threatened - Poorly Sampled,1,1,97
urn:lsid:dyntaxa.se:Taxon:234642,Temnostoma sericomyiaeforme,species,NT,Syrphidae,Diptera,Threatened - Poorly Sampled,1,1,34
urn:lsid:dyntaxa.se:Taxon:101195,Temnothorax affinis,species,NT,Formicidae,Hymenoptera,Threatened - Not in GBIF,,,
urn:lsid:dyntaxa.se:Taxon:6005222,Temnothorax crassispinus,species,NT,Formicidae,Hymenoptera,Threatened - Poorly Sampled,1,1,7
urn:lsid:dyntaxa.se:Taxon:102901,Temnothorax interruptus,species,NT,Formicidae,Hymenoptera,Threatened - Not in GBIF,,,
urn:lsid:dyntaxa.se:Taxon:241150,Terellia plagiata,species,NT,Tephritidae,Diptera,Threatened - Poorly Sampled,1,1,48
urn:lsid:dyntaxa.se:Taxon:101511,Tetralaucopora crebrepunctata,species,NT,Staphylinidae,Coleoptera,Threatened - Not in GBIF,,,
urn:lsid:dyntaxa.se:Taxon:102612,Tetrastes bonasia,species,NT,Phasianidae,Galliformes,Threatened - Poorly Sampled,1,1,63938
urn:lsid:dyntaxa.se:Taxon:100135,Thalasseus sandvicensis,species,NT,Laridae,Charadriiformes,Threatened - Poorly Sampled,1,1,141370
urn:lsid:dyntaxa.se:Taxon:222929,Thalictrum simplex,species,NT,Ranunculaceae,Ranunculales,Threatened - Poorly Sampled,1,1,5230
urn:lsid:dyntaxa.se:Taxon:224938,Thalictrum simplex subsp. simplex,subspecies,NT,Ranunculaceae,Ranunculales,Threatened - Poorly Sampled,1,1,5230
urn:lsid:dyntaxa.se:Taxon:101893,Thamiaraea hospita,species,NT,Staphylinidae,Coleoptera,Threatened - Poorly Sampled,1,1,38
urn:lsid:dyntaxa.se:Taxon:104032,Thanatophilus dispar,species,NT,Silphidae,Coleoptera,Threatened - Poorly Sampled,1,1,121
urn:lsid:dyntaxa.se:Taxon:102091,Thereva microcephala,species,NT,Therevidae,Diptera,Threatened - Poorly Sampled,1,1,28
urn:lsid:dyntaxa.se:Taxon:218609,Theridion familiare,species,NT,Theridiidae,Araneae,Threatened - Poorly Sampled,1,1,10
urn:lsid:dyntaxa.se:Taxon:255974,Theronia atalantae,species,NT,Ichneumonidae,Hymenoptera,Threatened - Poorly Sampled,1,1,22
urn:lsid:dyntaxa.se:Taxon:1560,Thesium alpinum,species,NT,Santalaceae,Santalales,Threatened - Poorly Sampled,1,1,3787
urn:lsid:dyntaxa.se:Taxon:101903,Thiasophila inquilina,species,NT,Staphylinidae,Coleoptera,Threatened - Poorly Sampled,1,1,18
urn:lsid:dyntaxa.se:Taxon:101899,Thinobius brevipennis,species,NT,Staphylinidae,Coleoptera,Threatened - Poorly Sampled,1,1,37
urn:lsid:dyntaxa.se:Taxon:1561,Tholurna dissimilis,species,NT,Caliciaceae,Caliciales,Threatened - Poorly Sampled,1,1,489
urn:lsid:dyntaxa.se:Taxon:101902,Thomisus onustus,species,NT,Thomisidae,Araneae,Threatened - Poorly Sampled,1,1,173
urn:lsid:dyntaxa.se:Taxon:221849,Thymus serpyllum,species,NT,Lamiaceae,Lamiales,Threatened - Poorly Sampled,1,1,27812
urn:lsid:dyntaxa.se:Taxon:221849,Thymus serpyllum,species,NT,Lamiaceae,Lamiales,Threatened - Poorly Sampled,1,1,2
urn:lsid:dyntaxa.se:Taxon:2422,Timmia comata,species,NT,Timmiaceae,Timmiales,Threatened - Poorly Sampled,1,1,39
urn:lsid:dyntaxa.se:Taxon:214016,Tinagma dryadis,species,NT,Douglasiidae,Lepidoptera,Threatened - Poorly Sampled,1,1,7
urn:lsid:dyntaxa.se:Taxon:102057,Tipula flavolineata,species,NT,Tipulidae,Diptera,Threatened - Poorly Sampled,1,1,84
urn:lsid:dyntaxa.se:Taxon:102051,Tipula kaisilai,species,NT,Tipulidae,Diptera,Threatened - Poorly Sampled,1,1,1
urn:lsid:dyntaxa.se:Taxon:102059,Tipula obscuriventris,species,NT,Tipulidae,Diptera,Threatened - Poorly Sampled,1,1,5
urn:lsid:dyntaxa.se:Taxon:102049,Tipula siebkei,species,NT,Tipulidae,Diptera,Threatened - Poorly Sampled,1,1,25
urn:lsid:dyntaxa.se:Taxon:1730,Tolypella canadensis,species,NT,Characeae,Charales,Threatened - Poorly Sampled,1,1,113
urn:lsid:dyntaxa.se:Taxon:101911,Tomoglossa luteicornis,species,NT,Staphylinidae,Coleoptera,Threatened - Poorly Sampled,1,1,22
urn:lsid:dyntaxa.se:Taxon:101912,Trachelipus ratzeburgi,species,NT,Trachelipodidae,Isopoda,Threatened - Not in GBIF,,,
urn:lsid:dyntaxa.se:Taxon:101914,Trachyphloeus alternans,species,NT,Curculionidae,Coleoptera,Threatened - Poorly Sampled,1,1,65
urn:lsid:dyntaxa.se:Taxon:101915,Trachyphloeus digitalis,species,NT,Curculionidae,Coleoptera,Threatened - Poorly Sampled,1,1,78
urn:lsid:dyntaxa.se:Taxon:101916,Trachyphloeus heymesi,species,NT,Curculionidae,Coleoptera,Threatened - Poorly Sampled,1,1,127
urn:lsid:dyntaxa.se:Taxon:101917,Trachyphloeus spinimanus,species,NT,Curculionidae,Coleoptera,Threatened - Poorly Sampled,1,1,127
urn:lsid:dyntaxa.se:Taxon:105223,Trachys troglodytes,species,NT,Buprestidae,Coleoptera,Threatened - Poorly Sampled,1,1,65
urn:lsid:dyntaxa.se:Taxon:1583,Trechispora candidissima,species,NT,Hydnodontaceae,Trechisporales,Threatened - Poorly Sampled,1,1,57
urn:lsid:dyntaxa.se:Taxon:1586,Tremellodendropsis tuberosa,species,NT,Tremellodendropsidaceae,Tremellodendropsidales,Threatened - Poorly Sampled,1,1,193
urn:lsid:dyntaxa.se:Taxon:1588,Trichaptum laricinum,species,NT,"Hymenochaetales, genera incertae sedis",Hymenochaetales,Threatened - Poorly Sampled,1,1,4639
urn:lsid:dyntaxa.se:Taxon:5589,Trichoderma nybergianum,species,NT,Hypocreaceae,Hypocreales,Threatened - Poorly Sampled,1,1,198
urn:lsid:dyntaxa.se:Taxon:205306,Tricholoma sejunctum s. str.,species,NT,Tricholomataceae,Agaricales,Threatened - Poorly Sampled,1,1,306
urn:lsid:dyntaxa.se:Taxon:1601,Tricholoma ustaloides,species,NT,Tricholomataceae,Agaricales,Threatened - Poorly Sampled,1,1,338
urn:lsid:dyntaxa.se:Taxon:101923,Trichoniscoides saeroeensis,species,NT,Trichoniscidae,Isopoda,Threatened - Poorly Sampled,1,1,5
urn:lsid:dyntaxa.se:Taxon:102508,Trichophaga scandinaviella,species,NT,Tineidae,Lepidoptera,Threatened - Poorly Sampled,1,1,109
urn:lsid:dyntaxa.se:Taxon:101925,Trichopteryx polycommata,species,NT,Geometridae,Lepidoptera,Threatened - Poorly Sampled,1,1,208
urn:lsid:dyntaxa.se:Taxon:101926,Trichosirocalus thalhammeri,species,NT,Curculionidae,Coleoptera,Threatened - Not in GBIF,,,
urn:lsid:dyntaxa.se:Taxon:221317,Trifolium aureum,species,NT,Fabaceae,Fabales,Threatened - Poorly Sampled,1,1,7667
urn:lsid:dyntaxa.se:Taxon:221333,Trifolium montanum,species,NT,Fabaceae,Fabales,Threatened - Poorly Sampled,1,1,6786
urn:lsid:dyntaxa.se:Taxon:221343,Trifolium spadiceum,species,NT,Fabaceae,Fabales,Threatened - Poorly Sampled,1,1,4466
urn:lsid:dyntaxa.se:Taxon:213860,Trifurcula cryptella,species,NT,Nepticulidae,Lepidoptera,Threatened - Poorly Sampled,1,1,12
urn:lsid:dyntaxa.se:Taxon:102511,Trifurcula headleyella,species,NT,Nepticulidae,Lepidoptera,Threatened - Not in GBIF,,,
urn:lsid:dyntaxa.se:Taxon:102512,Trifurcula immundella,species,NT,Nepticulidae,Lepidoptera,Threatened - Poorly Sampled,1,1,45
urn:lsid:dyntaxa.se:Taxon:102513,Trifurcula subnitidella,species,NT,Nepticulidae,Lepidoptera,Threatened - Poorly Sampled,1,1,22
urn:lsid:dyntaxa.se:Taxon:102957,Tringa erythropus,species,NT,Scolopacidae,Charadriiformes,Threatened - Poorly Sampled,1,1,233933
urn:lsid:dyntaxa.se:Taxon:101929,Trinodes hirtus,species,NT,Dermestidae,Coleoptera,Threatened - Poorly Sampled,1,1,93
urn:lsid:dyntaxa.se:Taxon:101930,Triops cancriformis,species,NT,Triopsidae,Notostraca,Threatened - Poorly Sampled,1,1,181
urn:lsid:dyntaxa.se:Taxon:215766,Triphosa dubitata,species,NT,Geometridae,Lepidoptera,Threatened - Poorly Sampled,1,1,1412
urn:lsid:dyntaxa.se:Taxon:102354,Triplax rufipes,species,NT,Erotylidae,Coleoptera,Threatened - Poorly Sampled,1,1,377
urn:lsid:dyntaxa.se:Taxon:1605,Trisetum subalpestre,species,NT,Poaceae,Poales,Threatened - Not in GBIF,,,
urn:lsid:dyntaxa.se:Taxon:101932,Trogulus tricarinatus,species,NT,Trogulidae,Opiliones,Threatened - Poorly Sampled,1,1,9
urn:lsid:dyntaxa.se:Taxon:255946,Tromatobia variabilis,species,NT,Ichneumonidae,Hymenoptera,Threatened - Poorly Sampled,1,1,3
urn:lsid:dyntaxa.se:Taxon:102246,Trypocopris vernalis,species,NT,Geotrupidae,Coleoptera,Threatened - Poorly Sampled,1,1,533
urn:lsid:dyntaxa.se:Taxon:101937,Trypophloeus asperatus,species,NT,Curculionidae,Coleoptera,Threatened - Not in GBIF,,,
urn:lsid:dyntaxa.se:Taxon:101938,Trypophloeus palmi,species,NT,Curculionidae,Coleoptera,Threatened - Not in GBIF,,,
urn:lsid:dyntaxa.se:Taxon:232584,Tsengia bairdii,species,NT,Tsengiaceae,Halymeniales,Threatened - Poorly Sampled,1,1,1
urn:lsid:dyntaxa.se:Taxon:6320,Tubulicrinis effugiens,species,NT,Hymenochaetaceae,Hymenochaetales,Threatened - Poorly Sampled,1,1,12
urn:lsid:dyntaxa.se:Taxon:6324,Tubulicrinis hirtellus,species,NT,Hymenochaetaceae,Hymenochaetales,Threatened - Poorly Sampled,1,1,18
urn:lsid:dyntaxa.se:Taxon:6325,Tubulicrinis inornatus,species,NT,Hymenochaetaceae,Hymenochaetales,Threatened - Poorly Sampled,1,1,14
urn:lsid:dyntaxa.se:Taxon:1612,Tulostoma brumale,species,NT,Agaricaceae,Agaricales,Threatened - Poorly Sampled,1,1,2198
urn:lsid:dyntaxa.se:Taxon:1616,Tulostoma niveum,species,NT,Agaricaceae,Agaricales,Threatened - Poorly Sampled,1,1,450
urn:lsid:dyntaxa.se:Taxon:103001,Turdus iliacus,species,NT,Turdidae,Passeriformes,Threatened - Poorly Sampled,1,1,468446
urn:lsid:dyntaxa.se:Taxon:102999,Turdus pilaris,species,NT,Turdidae,Passeriformes,Threatened - Poorly Sampled,1,1,836044
urn:lsid:dyntaxa.se:Taxon:101940,Tychius junceus,species,NT,Curculionidae,Coleoptera,Threatened - Poorly Sampled,1,1,166
urn:lsid:dyntaxa.se:Taxon:101941,Tychius lineatulus,species,NT,Curculionidae,Coleoptera,Threatened - Poorly Sampled,1,1,44
urn:lsid:dyntaxa.se:Taxon:101944,Tychius polylineatus,species,NT,Curculionidae,Coleoptera,Threatened - Poorly Sampled,1,1,89
urn:lsid:dyntaxa.se:Taxon:215920,Tyta luctuosa,species,NT,Noctuidae,Lepidoptera,Threatened - Poorly Sampled,1,1,1347
urn:lsid:dyntaxa.se:Taxon:215467,Udea olivalis,species,NT,Crambidae,Lepidoptera,Threatened - Poorly Sampled,1,1,453
urn:lsid:dyntaxa.se:Taxon:101950,Uloma culinaris,species,NT,Tenebrionidae,Coleoptera,Threatened - Poorly Sampled,1,1,550
urn:lsid:dyntaxa.se:Taxon:105845,Uloma rufa,species,NT,Tenebrionidae,Coleoptera,Threatened - Poorly Sampled,1,1,341
urn:lsid:dyntaxa.se:Taxon:106663,Unio pictorum,species,NT,Unionidae,Unionoida,Threatened - Poorly Sampled,1,1,768
urn:lsid:dyntaxa.se:Taxon:100145,Ursus arctos,species,NT,Ursidae,Carnivora,Threatened - Poorly Sampled,1,1,8898
urn:lsid:dyntaxa.se:Taxon:223253,Urtica urens,species,NT,Urticaceae,Rosales,Threatened - Poorly Sampled,1,1,5001
urn:lsid:dyntaxa.se:Taxon:249413,Urytalpa atriceps,species,NT,Keroplatidae,Diptera,Threatened - Not in GBIF,,,
urn:lsid:dyntaxa.se:Taxon:101956,Valvata macrostoma,species,NT,Valvatidae,"",Threatened - Poorly Sampled,1,1,64
urn:lsid:dyntaxa.se:Taxon:101958,Valvata sibirica,species,NT,Valvatidae,"",Threatened - Poorly Sampled,1,1,25
urn:lsid:dyntaxa.se:Taxon:101961,Velia saulii,species,NT,Veliidae,Hemiptera,Threatened - Poorly Sampled,1,1,12
urn:lsid:dyntaxa.se:Taxon:1654,Veronica montana,species,NT,Plantaginaceae,Lamiales,Threatened - Poorly Sampled,1,1,1295
urn:lsid:dyntaxa.se:Taxon:221903,Veronica spicata,species,NT,Plantaginaceae,Lamiales,Threatened - Poorly Sampled,1,1,11413
urn:lsid:dyntaxa.se:Taxon:1656,Veronica triphyllos,species,NT,Plantaginaceae,Lamiales,Threatened - Poorly Sampled,1,1,2153
urn:lsid:dyntaxa.se:Taxon:1328,Verpa bohemica,species,NT,Morchellaceae,Pezizales,Threatened - Poorly Sampled,1,1,112
urn:lsid:dyntaxa.se:Taxon:101966,Vertigo genesii,species,NT,Vertiginidae,Stylommatophora,Threatened - Poorly Sampled,1,1,518
urn:lsid:dyntaxa.se:Taxon:101967,Vertigo geyeri,species,NT,Vertiginidae,Stylommatophora,Threatened - Poorly Sampled,1,1,1969
urn:lsid:dyntaxa.se:Taxon:236176,Villa halteralis,species,NT,Bombyliidae,Diptera,Threatened - Poorly Sampled,1,1,32
urn:lsid:dyntaxa.se:Taxon:101972,Villa paniscus,species,NT,Bombyliidae,Diptera,Threatened - Not in GBIF,,,
urn:lsid:dyntaxa.se:Taxon:206119,Vimba vimba,species,NT,Cyprinidae,Cypriniformes,Threatened - Poorly Sampled,1,1,2782
urn:lsid:dyntaxa.se:Taxon:222009,Viola rupestris,species,NT,Violaceae,Malpighiales,Threatened - Poorly Sampled,1,1,2710
urn:lsid:dyntaxa.se:Taxon:1664,Viola rupestris subsp. relicta,subspecies,NT,Violaceae,Malpighiales,Threatened - Poorly Sampled,1,1,2710
urn:lsid:dyntaxa.se:Taxon:224409,Viola rupestris subsp. rupestris,subspecies,NT,Violaceae,Malpighiales,Threatened - Poorly Sampled,1,1,2710
urn:lsid:dyntaxa.se:Taxon:1665,Viola selkirkii,species,NT,Violaceae,Malpighiales,Threatened - Poorly Sampled,1,1,1187
urn:lsid:dyntaxa.se:Taxon:1666,Viola uliginosa,species,NT,Violaceae,Malpighiales,Threatened - Poorly Sampled,1,1,2219
urn:lsid:dyntaxa.se:Taxon:224078,Viscaria alpina var. serpentinicola,variety,NT,Caryophyllaceae,Caryophyllales,Threatened - Poorly Sampled,1,1,3231
urn:lsid:dyntaxa.se:Taxon:224078,Viscaria alpina var. serpentinicola,variety,NT,Caryophyllaceae,Caryophyllales,Threatened - Poorly Sampled,1,1,66
urn:lsid:dyntaxa.se:Taxon:1670,Volvariella surrecta,species,NT,Pluteaceae,Agaricales,Threatened - Poorly Sampled,1,1,24
urn:lsid:dyntaxa.se:Taxon:218901,Walckenaeria incisa,species,NT,Linyphiidae,Araneae,Threatened - Poorly Sampled,1,1,4
urn:lsid:dyntaxa.se:Taxon:2231,Weissia longifolia,species,NT,Pottiaceae,Pottiales,Threatened - Poorly Sampled,1,1,187
urn:lsid:dyntaxa.se:Taxon:1648,Weissia rutilans,species,NT,Pottiaceae,Pottiales,Threatened - Poorly Sampled,1,1,24
urn:lsid:dyntaxa.se:Taxon:1649,Weissia squarrosa,species,NT,Pottiaceae,Pottiales,Threatened - Poorly Sampled,1,1,40
urn:lsid:dyntaxa.se:Taxon:101977,Xanthoperla apicalis,species,NT,Chloroperlidae,Plecoptera,Threatened - Poorly Sampled,1,1,56
urn:lsid:dyntaxa.se:Taxon:215698,Xanthorhoe annotinata,species,NT,Geometridae,Lepidoptera,Threatened - Poorly Sampled,1,1,284
urn:lsid:dyntaxa.se:Taxon:101978,Xanthorhoe biriviata,species,NT,Geometridae,Lepidoptera,Threatened - Poorly Sampled,1,1,349
urn:lsid:dyntaxa.se:Taxon:6409,Xenasma pruinosum,species,NT,Xenasmataceae,Russulales,Threatened - Poorly Sampled,1,1,18
urn:lsid:dyntaxa.se:Taxon:1676,Xenasma pulverulentum,species,NT,Xenasmataceae,Russulales,Threatened - Poorly Sampled,1,1,10
urn:lsid:dyntaxa.se:Taxon:5480,Xenasmatella subflavidogrisea,species,NT,Xenasmataceae,Russulales,Threatened - Poorly Sampled,1,1,15
urn:lsid:dyntaxa.se:Taxon:216255,Xestia alpicola,species,NT,Noctuidae,Lepidoptera,Threatened - Poorly Sampled,1,1,373
urn:lsid:dyntaxa.se:Taxon:216262,Xestia ashworthii,species,NT,Noctuidae,Lepidoptera,Threatened - Poorly Sampled,1,1,315
urn:lsid:dyntaxa.se:Taxon:216248,Xestia baltica,species,NT,Noctuidae,Lepidoptera,Threatened - Not in GBIF,,,
urn:lsid:dyntaxa.se:Taxon:216265,Xestia castanea,species,NT,Noctuidae,Lepidoptera,Threatened - Poorly Sampled,1,1,562
urn:lsid:dyntaxa.se:Taxon:216266,Xestia collina,species,NT,Noctuidae,Lepidoptera,Threatened - Poorly Sampled,1,1,26
urn:lsid:dyntaxa.se:Taxon:216247,Xestia lyngei,species,NT,Noctuidae,Lepidoptera,Threatened - Poorly Sampled,1,1,34
urn:lsid:dyntaxa.se:Taxon:236140,Xiphydria picta,species,NT,Xiphydriidae,Hymenoptera,Threatened - Poorly Sampled,1,1,14
urn:lsid:dyntaxa.se:Taxon:256295,Xorides depressus,species,NT,Ichneumonidae,Hymenoptera,Threatened - Poorly Sampled,1,1,26
urn:lsid:dyntaxa.se:Taxon:256300,Xorides indicatorius,species,NT,Ichneumonidae,Hymenoptera,Threatened - Poorly Sampled,1,1,7
urn:lsid:dyntaxa.se:Taxon:6009015,Xorides niger,species,NT,Ichneumonidae,Hymenoptera,Threatened - Not in GBIF,,,
urn:lsid:dyntaxa.se:Taxon:256291,Xorides rufipes,species,NT,Ichneumonidae,Hymenoptera,Threatened - Not in GBIF,,,
urn:lsid:dyntaxa.se:Taxon:101988,Xyleborus monographus,species,NT,Curculionidae,Coleoptera,Threatened - Poorly Sampled,1,1,145
urn:lsid:dyntaxa.se:Taxon:102358,Xyletinus ater,species,NT,Ptinidae,Coleoptera,Threatened - Poorly Sampled,1,1,218
urn:lsid:dyntaxa.se:Taxon:101991,Xyletinus longitarsis,species,NT,Ptinidae,Coleoptera,Threatened - Poorly Sampled,1,1,133
urn:lsid:dyntaxa.se:Taxon:101992,Xyletinus pectinatus,species,NT,Ptinidae,Coleoptera,Threatened - Poorly Sampled,1,1,49
urn:lsid:dyntaxa.se:Taxon:101994,Xyletinus tremulicola,species,NT,Ptinidae,Coleoptera,Threatened - Poorly Sampled,1,1,304
urn:lsid:dyntaxa.se:Taxon:2075,Xylobolus frustulatus,species,NT,Stereaceae,Russulales,Threatened - Poorly Sampled,1,1,2749
urn:lsid:dyntaxa.se:Taxon:851,Xylodon spathulatus,species,NT,Schizoporaceae,Hymenochaetales,Threatened - Not in GBIF,,,
urn:lsid:dyntaxa.se:Taxon:102001,Xylophagus kowarzi,species,NT,Xylophagidae,Diptera,Threatened - Not in GBIF,,,
urn:lsid:dyntaxa.se:Taxon:102003,Xylophilus corticalis,species,NT,Eucnemidae,Coleoptera,Threatened - Poorly Sampled,1,1,220
urn:lsid:dyntaxa.se:Taxon:102554,Xylota abiens,species,NT,Syrphidae,Diptera,Threatened - Poorly Sampled,1,1,50
urn:lsid:dyntaxa.se:Taxon:102555,Xylota suecica,species,NT,Syrphidae,Diptera,Threatened - Poorly Sampled,1,1,4
urn:lsid:dyntaxa.se:Taxon:200830,Xylota triangularis,species,NT,Syrphidae,Diptera,Threatened - Poorly Sampled,1,1,9
urn:lsid:dyntaxa.se:Taxon:102004,Xylotrechus antilope,species,NT,Cerambycidae,Coleoptera,Threatened - Poorly Sampled,1,1,588
urn:lsid:dyntaxa.se:Taxon:102006,Xysticus chippewa,species,NT,Thomisidae,Araneae,Threatened - Poorly Sampled,1,1,57
urn:lsid:dyntaxa.se:Taxon:214136,Zelleria hepariella,species,NT,Yponomeutidae,Lepidoptera,Threatened - Poorly Sampled,1,1,301
urn:lsid:dyntaxa.se:Taxon:219153,Zelotes puritanus,species,NT,Gnaphosidae,Araneae,Threatened - Not in GBIF,,,
urn:lsid:dyntaxa.se:Taxon:102016,Zilora ferruginea,species,NT,Melandryidae,Coleoptera,Threatened - Poorly Sampled,1,1,291
urn:lsid:dyntaxa.se:Taxon:219155,Zora armillata,species,NT,Miturgidae,Araneae,Threatened - Poorly Sampled,1,1,45
urn:lsid:dyntaxa.se:Taxon:102017,Zora parallela,species,NT,Miturgidae,Araneae,Threatened - Poorly Sampled,1,1,12
urn:lsid:dyntaxa.se:Taxon:201164,Zygaena filipendulae,species,NT,Zygaenidae,Lepidoptera,Threatened - Poorly Sampled,1,1,16931
urn:lsid:dyntaxa.se:Taxon:102018,Zygaena lonicerae,species,NT,Zygaenidae,Lepidoptera,Threatened - Poorly Sampled,1,1,9265
urn:lsid:dyntaxa.se:Taxon:102019,Zygaena minos,species,NT,Zygaenidae,Lepidoptera,Threatened - Poorly Sampled,1,1,3792
urn:lsid:dyntaxa.se:Taxon:102020,Zygaena osterodensis,species,NT,Zygaenidae,Lepidoptera,Threatened - Poorly Sampled,1,1,3094
urn:lsid:dyntaxa.se:Taxon:102021,Zygaena viciae,species,NT,Zygaenidae,Lepidoptera,Threatened - Poorly Sampled,1,1,13025
urn:lsid:dyntaxa.se:Taxon:2,Absconditella delutula,species,VU,Stictidaceae,Ostropales,Threatened - Poorly Sampled,1,1,32
urn:lsid:dyntaxa.se:Taxon:100152,Acalles camelus,species,VU,Curculionidae,Coleoptera,Threatened - Poorly Sampled,1,1,87
urn:lsid:dyntaxa.se:Taxon:1765,Acarospora cervina,species,VU,Acarosporaceae,Acarosporales,Threatened - Poorly Sampled,1,1,159
urn:lsid:dyntaxa.se:Taxon:100156,Acasis appensata,species,VU,Geometridae,Lepidoptera,Threatened - Poorly Sampled,1,1,28
urn:lsid:dyntaxa.se:Taxon:2192,Acaulon muticum,species,VU,Pottiaceae,Pottiales,Threatened - Poorly Sampled,1,1,124
urn:lsid:dyntaxa.se:Taxon:100157,Acetropis gimmerthalii,species,VU,Miridae,Hemiptera,Threatened - Poorly Sampled,1,1,22
urn:lsid:dyntaxa.se:Taxon:250432,Acleris kochiella,species,VU,Tortricidae,Lepidoptera,Threatened - Poorly Sampled,1,1,11
urn:lsid:dyntaxa.se:Taxon:100161,Acleris permutana,species,VU,Tortricidae,Lepidoptera,Threatened - Poorly Sampled,1,1,48
urn:lsid:dyntaxa.se:Taxon:498,Acolium karelicum,species,VU,Caliciaceae,Caliciales,Threatened - Poorly Sampled,1,1,1510
urn:lsid:dyntaxa.se:Taxon:501,Acolium sessile,species,VU,Caliciaceae,Caliciales,Threatened - Poorly Sampled,1,1,557
urn:lsid:dyntaxa.se:Taxon:102362,Acompsia subpunctella,species,VU,Gelechiidae,Lepidoptera,Threatened - Poorly Sampled,1,1,35
urn:lsid:dyntaxa.se:Taxon:100892,Acontia trabealis,species,VU,Noctuidae,Lepidoptera,Threatened - Poorly Sampled,1,1,740
urn:lsid:dyntaxa.se:Taxon:100173,Acronicta tridens,species,VU,Noctuidae,Lepidoptera,Threatened - Poorly Sampled,1,1,96
urn:lsid:dyntaxa.se:Taxon:232648,Acrothrix gracilis,species,VU,Chordariaceae,Ectocarpales,Threatened - Poorly Sampled,1,1,7
urn:lsid:dyntaxa.se:Taxon:217861,Actinostola callosa,species,VU,Actinostolidae,Actiniaria,Threatened - Poorly Sampled,1,1,15
urn:lsid:dyntaxa.se:Taxon:100176,Acylophorus glaberrimus,species,VU,Staphylinidae,Coleoptera,Threatened - Poorly Sampled,1,1,11
urn:lsid:dyntaxa.se:Taxon:218122,Aegires punctilucens,species,VU,Aegiridae,Nudibranchia,Threatened - Poorly Sampled,1,1,8
urn:lsid:dyntaxa.se:Taxon:100185,Aethes beatricella,species,VU,Tortricidae,Lepidoptera,Threatened - Poorly Sampled,1,1,23
urn:lsid:dyntaxa.se:Taxon:214849,Aethes dilucidana,species,VU,Tortricidae,Lepidoptera,Threatened - Poorly Sampled,1,1,29
urn:lsid:dyntaxa.se:Taxon:100187,Agabus clypealis,species,VU,Dytiscidae,Coleoptera,Threatened - Poorly Sampled,1,1,98
urn:lsid:dyntaxa.se:Taxon:206299,Agapetus fuscipes,species,VU,Glossosomatidae,Trichoptera,Threatened - Poorly Sampled,1,1,41
urn:lsid:dyntaxa.se:Taxon:100193,Agathidium discoideum,species,VU,Leiodidae,Coleoptera,Threatened - Poorly Sampled,1,1,76
urn:lsid:dyntaxa.se:Taxon:100196,Agathidium pallidum,species,VU,Leiodidae,Coleoptera,Threatened - Poorly Sampled,1,1,18
