grid,year,basisofrecord,total_occurrences.x,n_months,n_cells_sampled,total_occurrences.y
grid10km,2013,materialSample,61314,12,136,8923
grid10km,2013,observation,1,1,1,1
grid10km,2013,occurrence,175,9,1,5
grid10km,2013,preservedSpecimen,33756,12,72,10670
grid10km,2014,all,4710746,12,42,167
grid10km,2014,humanObservation,4570406,12,3,14
grid10km,2014,livingSpecimen,2,2,2,45
grid10km,2014,machineObservation,20,8,3,5
grid10km,2014,materialCitation,39,8,12,22
grid10km,2014,materialSample,98648,12,145,26943
grid10km,2014,occurrence,215,11,1,62
grid10km,2014,preservedSpecimen,41416,12,61,10161
grid10km,2015,all,4406378,12,59,393
grid10km,2015,humanObservation,4311404,12,12,35
grid10km,2015,livingSpecimen,6,3,3,6
grid10km,2015,machineObservation,1253,9,4,13
grid10km,2015,materialCitation,17,7,5,8
grid10km,2015,materialSample,60789,12,174,6542
grid10km,2015,occurrence,222,12,2,10
grid10km,2015,preservedSpecimen,32687,12,69,20909
grid10km,2016,all,4684797,12,36,537
grid10km,2016,humanObservation,4512449,12,11,34
grid10km,2016,livingSpecimen,100,2,7,107
grid10km,2016,machineObservation,32506,12,9,30104
grid10km,2016,materialCitation,74,8,16,63
grid10km,2016,materialSample,108479,12,138,9228
grid10km,2016,occurrence,35,3,5,1095
grid10km,2016,preservedSpecimen,31154,12,121,22619
grid10km,2017,all,4866278,12,34,231
grid10km,2017,humanObservation,4774330,12,14,98
grid10km,2017,livingSpecimen,7,4,4,6
grid10km,2017,machineObservation,3021,11,3,4
grid10km,2017,materialCitation,85,8,40,174
grid10km,2017,materialSample,55179,12,138,10395
grid10km,2017,occurrence,4,1,0,
grid10km,2017,preservedSpecimen,33652,12,113,28293
grid10km,2018,all,4977430,12,64,670
grid10km,2018,humanObservation,4895938,12,29,420
grid10km,2018,livingSpecimen,9,5,5,15
grid10km,2018,machineObservation,2563,11,31,72
grid10km,2018,materialCitation,33,8,15,86
grid10km,2018,materialSample,52095,12,156,7813
grid10km,2018,occurrence,8,1,1,12
grid10km,2018,preservedSpecimen,26784,12,127,21207
grid10km,2019,all,6707255,12,95,428
grid10km,2019,humanObservation,5464435,12,47,95
grid10km,2019,livingSpecimen,3,2,1,4
grid10km,2019,machineObservation,1180,12,8,12
grid10km,2019,materialCitation,23,6,9,50
grid10km,2019,materialSample,1214588,12,277,741602
grid10km,2019,preservedSpecimen,27026,12,199,40908
grid10km,2020,all,6726795,12,79,1376
grid10km,2020,humanObservation,6627391,12,40,1062
grid10km,2020,livingSpecimen,3,1,1,3
grid10km,2020,machineObservation,2950,12,109,464
grid10km,2020,materialCitation,1,1,1,1
grid10km,2020,materialSample,62024,12,216,74302
grid10km,2020,preservedSpecimen,34426,12,182,48014
grid10km,2021,all,6937143,12,134,3271
grid10km,2021,fossilSpecimen,34,1,1,34
grid10km,2021,humanObservation,6826219,12,93,2386
grid10km,2021,livingSpecimen,5,1,4,37
grid10km,2021,machineObservation,2404,12,128,532
grid10km,2021,materialCitation,2,2,2,3
grid10km,2021,materialSample,79388,12,244,62888
grid10km,2021,occurrence,9,5,7,17
grid10km,2021,preservedSpecimen,29082,12,258,72933
grid10km,2022,all,7160302,12,181,4672
grid10km,2022,humanObservation,7048725,12,125,3642
grid10km,2022,machineObservation,4965,12,132,1984
grid10km,2022,materialSample,70032,12,372,178436
grid10km,2022,occurrence,5,4,5,10
grid10km,2022,preservedSpecimen,36575,12,419,137249
grid10km,2023,all,7226918,12,233,30692
grid10km,2023,humanObservation,7151261,12,216,26633
grid10km,2023,machineObservation,8757,12,279,9544
grid10km,2023,materialSample,38710,12,364,924375
grid10km,2023,occurrence,3,2,3,4
grid10km,2023,preservedSpecimen,28187,12,573,293944
grid10km,2024,all,7465457,12,436,221083
grid10km,2024,humanObservation,7423822,12,436,192146
grid10km,2024,machineObservation,1755,12,147,6916
grid10km,2024,materialSample,16965,12,223,430896
grid10km,2024,occurrence,11,4,6,75
grid10km,2024,preservedSpecimen,22904,12,847,649111
grid10km,2025,all,7001677,12,4904,133968474
grid10km,2025,humanObservation,6989175,12,4900,127600350
grid10km,2025,machineObservation,116,6,37,14633
grid10km,2025,materialSample,249,12,79,48442
grid10km,2025,occurrence,6,4,6,220
grid10km,2025,preservedSpecimen,12131,12,1120,2336947
