grid,year,basisofrecord,total_occurrences.x,n_months,n_cells_sampled,total_occurrences.y
grid10km,1790,humanObservation,73,7,0,
grid10km,1790,preservedSpecimen,1,1,0,
grid10km,1791,all,6,3,0,
grid10km,1791,humanObservation,5,3,0,
grid10km,1791,preservedSpecimen,1,1,0,
grid10km,1793,all,1,1,0,
grid10km,1793,preservedSpecimen,1,1,0,
grid10km,1794,all,1,1,0,
grid10km,1794,preservedSpecimen,1,1,0,
grid10km,1797,all,4,2,0,
grid10km,1797,humanObservation,1,1,0,
grid10km,1797,preservedSpecimen,3,2,0,
grid10km,1798,all,5,3,0,
grid10km,1798,humanObservation,3,2,0,
grid10km,1798,preservedSpecimen,2,2,0,
grid10km,1799,all,2,2,0,
grid10km,1799,preservedSpecimen,2,2,0,
grid10km,1800,all,179,8,0,
grid10km,1800,humanObservation,135,2,0,
grid10km,1800,preservedSpecimen,44,7,0,
grid10km,1801,all,23,6,0,
grid10km,1801,humanObservation,1,1,0,
grid10km,1801,preservedSpecimen,22,6,0,
grid10km,1802,all,17,5,0,
grid10km,1802,preservedSpecimen,17,5,0,
grid10km,1803,all,15,6,0,
grid10km,1803,preservedSpecimen,15,6,0,
grid10km,1804,all,27,6,0,
grid10km,1804,humanObservation,3,2,0,
grid10km,1804,preservedSpecimen,24,6,0,
grid10km,1805,all,8,4,0,
grid10km,1805,humanObservation,2,2,0,
grid10km,1805,preservedSpecimen,6,3,0,
grid10km,1806,all,39,3,0,
grid10km,1806,preservedSpecimen,39,3,0,
grid10km,1807,all,54,7,0,
grid10km,1807,occurrence,1,1,0,
grid10km,1807,preservedSpecimen,53,7,0,
grid10km,1808,all,21,6,0,
grid10km,1808,humanObservation,1,1,0,
grid10km,1808,preservedSpecimen,20,6,0,
grid10km,1809,all,151,7,0,
grid10km,1809,humanObservation,1,1,0,
grid10km,1809,preservedSpecimen,150,7,0,
grid10km,1810,all,139,7,0,
grid10km,1810,humanObservation,49,6,0,
grid10km,1810,preservedSpecimen,90,6,0,
grid10km,1811,all,82,9,0,
grid10km,1811,humanObservation,69,5,0,
grid10km,1811,preservedSpecimen,13,7,0,
grid10km,1812,all,39,7,0,
grid10km,1812,humanObservation,25,6,0,
grid10km,1812,preservedSpecimen,14,5,0,
grid10km,1813,all,44,5,0,
grid10km,1813,humanObservation,23,5,0,
grid10km,1813,preservedSpecimen,21,4,0,
grid10km,1814,all,1461,9,0,
grid10km,1814,humanObservation,1431,8,0,
grid10km,1814,preservedSpecimen,30,8,0,
grid10km,1815,all,654,7,0,
grid10km,1815,humanObservation,602,7,0,
grid10km,1815,preservedSpecimen,52,7,0,
grid10km,1816,all,914,9,0,
grid10km,1816,humanObservation,874,8,0,
grid10km,1816,preservedSpecimen,40,5,0,
grid10km,1817,all,965,9,0,
grid10km,1817,humanObservation,904,9,0,
grid10km,1817,occurrence,1,1,0,
grid10km,1817,preservedSpecimen,60,5,0,
grid10km,1818,all,1254,9,0,
grid10km,1818,humanObservation,1061,8,0,
grid10km,1818,preservedSpecimen,193,7,0,
grid10km,1819,all,913,10,0,
grid10km,1819,humanObservation,647,7,0,
grid10km,1819,preservedSpecimen,266,10,0,
grid10km,1820,all,418,10,1,1
grid10km,1820,humanObservation,170,6,0,
grid10km,1820,preservedSpecimen,248,10,1,1
grid10km,1821,all,711,8,0,
grid10km,1821,humanObservation,274,7,0,
grid10km,1821,occurrence,10,4,4,4
grid10km,1821,preservedSpecimen,427,7,0,
grid10km,1822,all,229,10,0,
grid10km,1822,humanObservation,38,5,0,
grid10km,1822,preservedSpecimen,191,10,0,
grid10km,1823,all,419,8,0,
grid10km,1823,humanObservation,223,5,0,
grid10km,1823,preservedSpecimen,196,8,0,
grid10km,1824,all,419,12,0,
grid10km,1824,humanObservation,358,8,0,
grid10km,1824,preservedSpecimen,61,11,0,
grid10km,1825,all,1880,9,0,
grid10km,1825,humanObservation,1699,8,0,
grid10km,1825,preservedSpecimen,181,9,0,
grid10km,1826,all,1032,11,0,
grid10km,1826,humanObservation,941,8,0,
grid10km,1826,preservedSpecimen,91,10,0,
grid10km,1827,all,151,9,0,
grid10km,1827,fossilSpecimen,1,1,0,
grid10km,1827,humanObservation,46,7,0,
grid10km,1827,preservedSpecimen,104,8,0,
grid10km,1828,all,668,10,0,
grid10km,1828,humanObservation,407,10,0,
grid10km,1828,preservedSpecimen,261,9,0,
grid10km,1829,all,823,11,0,
grid10km,1829,humanObservation,675,9,0,
grid10km,1829,preservedSpecimen,148,11,0,
grid10km,1830,all,270,12,0,
grid10km,1830,humanObservation,99,9,0,
grid10km,1830,preservedSpecimen,171,11,0,
grid10km,1831,all,277,12,0,
grid10km,1831,humanObservation,11,6,0,
grid10km,1831,preservedSpecimen,266,12,0,
grid10km,1832,all,499,12,0,
grid10km,1832,humanObservation,21,5,0,
grid10km,1832,occurrence,10,4,6,6
grid10km,1832,preservedSpecimen,468,11,0,
grid10km,1833,all,501,12,0,
grid10km,1833,humanObservation,222,5,0,
grid10km,1833,preservedSpecimen,279,12,0,
grid10km,1834,all,571,12,0,
grid10km,1834,humanObservation,194,7,0,
grid10km,1834,preservedSpecimen,377,12,0,
grid10km,1835,all,1253,12,0,
grid10km,1835,humanObservation,557,7,0,
grid10km,1835,preservedSpecimen,696,12,0,
grid10km,1836,all,1157,12,0,
grid10km,1836,humanObservation,212,8,0,
grid10km,1836,preservedSpecimen,945,12,0,
grid10km,1837,all,537,12,0,
grid10km,1837,humanObservation,64,9,0,
grid10km,1837,preservedSpecimen,473,12,0,
grid10km,1838,all,460,12,0,
grid10km,1838,humanObservation,56,9,0,
grid10km,1838,preservedSpecimen,404,12,0,
grid10km,1839,all,458,11,0,
grid10km,1839,humanObservation,50,8,0,
grid10km,1839,preservedSpecimen,408,11,0,
grid10km,1840,all,2757,12,0,
grid10km,1840,humanObservation,1256,10,0,
grid10km,1840,occurrence,11,2,2,2
grid10km,1840,preservedSpecimen,1490,11,0,
grid10km,1841,all,1780,12,0,
grid10km,1841,humanObservation,1105,11,0,
grid10km,1841,preservedSpecimen,675,12,0,
grid10km,1842,all,1622,12,0,
grid10km,1842,humanObservation,595,12,0,
grid10km,1842,occurrence,6,2,0,
grid10km,1842,preservedSpecimen,1021,12,0,
grid10km,1843,all,910,12,0,
grid10km,1843,humanObservation,302,10,0,
grid10km,1843,occurrence,2,1,0,
grid10km,1843,preservedSpecimen,606,12,0,
grid10km,1844,all,909,12,1,1
grid10km,1844,humanObservation,336,11,0,
grid10km,1844,preservedSpecimen,573,12,1,1
grid10km,1845,all,1082,12,0,
grid10km,1845,humanObservation,343,12,0,
grid10km,1845,preservedSpecimen,739,12,0,
grid10km,1846,all,1169,12,0,
grid10km,1846,humanObservation,291,11,0,
grid10km,1846,preservedSpecimen,878,12,0,
grid10km,1847,all,1516,12,0,
grid10km,1847,humanObservation,794,10,0,
grid10km,1847,preservedSpecimen,722,12,0,
grid10km,1848,all,879,12,0,
grid10km,1848,humanObservation,105,11,0,
grid10km,1848,preservedSpecimen,774,12,0,
grid10km,1849,all,1213,12,0,
grid10km,1849,humanObservation,247,12,0,
grid10km,1849,materialCitation,1,1,1,1
grid10km,1849,occurrence,1,1,0,
grid10km,1849,preservedSpecimen,964,12,0,
grid10km,1850,all,1330,12,0,
grid10km,1850,humanObservation,153,9,0,
grid10km,1850,preservedSpecimen,1177,12,0,
grid10km,1851,all,1414,12,0,
grid10km,1851,humanObservation,105,12,0,
grid10km,1851,preservedSpecimen,1309,12,0,
grid10km,1852,all,1516,12,0,
grid10km,1852,humanObservation,92,8,0,
grid10km,1852,preservedSpecimen,1424,12,2,2
grid10km,1853,all,2311,12,0,
grid10km,1853,humanObservation,52,10,0,
grid10km,1853,preservedSpecimen,2259,12,0,
grid10km,1854,all,1315,12,0,
grid10km,1854,humanObservation,30,10,0,
grid10km,1854,preservedSpecimen,1285,12,0,
grid10km,1855,all,1866,12,0,
grid10km,1855,humanObservation,64,11,0,
grid10km,1855,preservedSpecimen,1802,11,1,1
grid10km,1856,all,2869,12,1,1
grid10km,1856,humanObservation,183,11,0,
grid10km,1856,preservedSpecimen,2686,11,1,1
grid10km,1857,all,2582,12,0,
grid10km,1857,humanObservation,136,8,0,
grid10km,1857,preservedSpecimen,2446,12,0,
grid10km,1858,all,2539,12,0,
grid10km,1858,humanObservation,386,11,0,
grid10km,1858,occurrence,1,1,0,
grid10km,1858,preservedSpecimen,2152,12,0,
grid10km,1859,all,5580,12,2,3
grid10km,1859,humanObservation,38,11,0,
grid10km,1859,preservedSpecimen,5542,12,2,3
grid10km,1860,all,3753,12,0,
grid10km,1860,humanObservation,123,11,0,
grid10km,1860,occurrence,1,1,0,
grid10km,1860,preservedSpecimen,3629,12,0,
grid10km,1861,all,3710,11,0,
grid10km,1861,humanObservation,239,9,0,
grid10km,1861,occurrence,1,1,0,
grid10km,1861,preservedSpecimen,3470,11,0,
grid10km,1862,all,3076,12,0,
grid10km,1862,humanObservation,154,12,0,
grid10km,1862,occurrence,1,1,1,1
grid10km,1862,preservedSpecimen,2921,12,0,
grid10km,1863,all,4033,12,0,
grid10km,1863,humanObservation,125,11,0,
grid10km,1863,occurrence,2,1,0,
grid10km,1863,preservedSpecimen,3906,12,0,
grid10km,1864,all,4848,12,1,2
grid10km,1864,humanObservation,207,9,0,
grid10km,1864,preservedSpecimen,4641,12,2,3
grid10km,1865,all,4602,12,0,
grid10km,1865,humanObservation,94,11,0,
grid10km,1865,materialSample,1,1,0,
grid10km,1865,occurrence,3,2,0,
grid10km,1865,preservedSpecimen,4504,12,0,
grid10km,1866,all,4397,12,0,
grid10km,1866,humanObservation,92,9,0,
grid10km,1866,preservedSpecimen,4305,12,0,
grid10km,1867,all,6016,12,1,1
grid10km,1867,humanObservation,256,8,0,
grid10km,1867,occurrence,1,1,0,
grid10km,1867,preservedSpecimen,5759,12,1,1
grid10km,1868,all,4348,12,0,
grid10km,1868,humanObservation,152,10,0,
grid10km,1868,occurrence,1,1,0,
grid10km,1868,preservedSpecimen,4195,12,0,
grid10km,1869,all,4727,12,2,2
grid10km,1869,humanObservation,103,11,0,
grid10km,1869,occurrence,1,1,0,
grid10km,1869,preservedSpecimen,4623,12,3,3
grid10km,1870,all,5081,12,1,1
grid10km,1870,humanObservation,159,12,0,
grid10km,1870,occurrence,1,1,0,
grid10km,1870,preservedSpecimen,4921,12,2,2
grid10km,1871,all,4390,12,1,1
grid10km,1871,fossilSpecimen,24,1,0,
grid10km,1871,humanObservation,152,12,0,
grid10km,1871,occurrence,2,1,0,
grid10km,1871,preservedSpecimen,4212,12,1,1
grid10km,1872,all,5439,12,0,
grid10km,1872,humanObservation,108,12,0,
grid10km,1872,occurrence,3,2,0,
grid10km,1872,preservedSpecimen,5328,12,1,1
grid10km,1873,all,5095,12,1,1
grid10km,1873,humanObservation,149,10,0,
grid10km,1873,occurrence,1,1,0,
grid10km,1873,preservedSpecimen,4945,12,1,1
grid10km,1874,all,5196,12,1,1
grid10km,1874,humanObservation,154,11,0,
grid10km,1874,preservedSpecimen,5042,12,2,2
grid10km,1875,all,6034,12,2,2
grid10km,1875,humanObservation,190,12,0,
grid10km,1875,preservedSpecimen,5844,12,2,2
grid10km,1876,all,5540,12,3,3
grid10km,1876,humanObservation,180,12,0,
grid10km,1876,materialSample,2,1,1,2
grid10km,1876,occurrence,1,1,0,
grid10km,1876,preservedSpecimen,5357,12,3,3
grid10km,1877,all,6587,12,2,2
grid10km,1877,fossilSpecimen,1,1,0,
grid10km,1877,humanObservation,328,9,0,
grid10km,1877,materialSample,2,1,0,
grid10km,1877,occurrence,1,1,1,1
grid10km,1877,preservedSpecimen,6255,12,2,2
grid10km,1878,all,5980,12,2,2
grid10km,1878,humanObservation,313,11,0,
grid10km,1878,occurrence,2,2,1,1
grid10km,1878,preservedSpecimen,5665,12,2,2
grid10km,1879,all,6559,12,1,1
grid10km,1879,fossilSpecimen,7,2,1,1
grid10km,1879,humanObservation,314,11,0,
grid10km,1879,materialSample,1,1,0,
grid10km,1879,preservedSpecimen,6237,12,3,3
grid10km,1880,all,7453,12,1,1
grid10km,1880,fossilSpecimen,45,4,1,3
grid10km,1880,humanObservation,241,11,0,
grid10km,1880,occurrence,1,1,0,
grid10km,1880,preservedSpecimen,7166,12,1,1
grid10km,1881,all,9124,12,6,6
grid10km,1881,fossilSpecimen,1,1,1,1
grid10km,1881,humanObservation,265,12,0,
grid10km,1881,materialSample,2,2,0,
grid10km,1881,occurrence,4,4,2,2
grid10km,1881,preservedSpecimen,8852,12,7,7
grid10km,1882,all,11157,12,3,3
grid10km,1882,fossilSpecimen,154,5,3,90
grid10km,1882,humanObservation,153,11,0,
grid10km,1882,materialSample,1,1,0,
grid10km,1882,occurrence,11,4,3,3
grid10km,1882,preservedSpecimen,10838,12,4,4
grid10km,1883,all,10456,12,3,3
grid10km,1883,fossilSpecimen,4,1,0,
grid10km,1883,humanObservation,376,11,0,
grid10km,1883,occurrence,12,5,6,6
grid10km,1883,preservedSpecimen,10064,12,4,5
grid10km,1884,all,12604,12,6,6
grid10km,1884,fossilSpecimen,351,4,2,6
grid10km,1884,humanObservation,399,12,0,
grid10km,1884,occurrence,11,4,7,7
grid10km,1884,preservedSpecimen,11843,12,4,4
grid10km,1885,all,13293,12,1,1
grid10km,1885,fossilSpecimen,97,3,7,28
grid10km,1885,humanObservation,336,12,0,
grid10km,1885,occurrence,8,4,0,
grid10km,1885,preservedSpecimen,12852,12,1,1
grid10km,1886,all,12936,12,2,2
grid10km,1886,fossilSpecimen,189,2,4,25
grid10km,1886,humanObservation,525,12,0,
grid10km,1886,occurrence,5,4,2,2
grid10km,1886,preservedSpecimen,12217,12,2,2
grid10km,1887,all,13661,12,4,4
grid10km,1887,fossilSpecimen,2,2,1,1
grid10km,1887,humanObservation,807,12,0,
grid10km,1887,materialCitation,1,1,1,1
grid10km,1887,occurrence,9,6,5,6
grid10km,1887,preservedSpecimen,12842,12,4,4
grid10km,1888,all,12184,12,3,3
grid10km,1888,fossilSpecimen,16,2,0,
grid10km,1888,humanObservation,563,12,0,
grid10km,1888,occurrence,4,3,2,2
grid10km,1888,preservedSpecimen,11601,12,5,5
grid10km,1889,all,13147,12,0,
grid10km,1889,fossilSpecimen,28,5,4,27
grid10km,1889,humanObservation,750,12,0,
grid10km,1889,occurrence,46,8,7,8
grid10km,1889,preservedSpecimen,12323,12,0,
grid10km,1890,all,12743,12,23,24
grid10km,1890,fossilSpecimen,22,5,3,5
grid10km,1890,humanObservation,572,12,0,
grid10km,1890,occurrence,17,7,7,10
grid10km,1890,preservedSpecimen,12132,12,22,23
grid10km,1891,all,10667,12,61,63
grid10km,1891,fossilSpecimen,93,4,4,143
grid10km,1891,humanObservation,226,11,0,
grid10km,1891,materialSample,2,1,0,
grid10km,1891,occurrence,17,8,0,
grid10km,1891,preservedSpecimen,10329,12,64,66
grid10km,1892,all,12242,12,14,15
grid10km,1892,fossilSpecimen,26,3,8,15
grid10km,1892,humanObservation,198,10,0,
grid10km,1892,materialSample,4,1,0,
grid10km,1892,occurrence,16,7,4,12
grid10km,1892,preservedSpecimen,11998,12,14,15
grid10km,1893,all,11348,12,11,11
grid10km,1893,fossilSpecimen,54,4,12,53
grid10km,1893,humanObservation,496,11,0,
grid10km,1893,occurrence,7,5,1,1
grid10km,1893,preservedSpecimen,10791,12,12,12
grid10km,1894,all,11126,12,9,9
grid10km,1894,fossilSpecimen,60,4,14,50
grid10km,1894,humanObservation,467,12,0,
grid10km,1894,materialSample,3,1,1,1
grid10km,1894,occurrence,9,6,1,8
grid10km,1894,preservedSpecimen,10587,12,11,11
grid10km,1895,all,10414,12,16,17
grid10km,1895,fossilSpecimen,20,1,4,48
grid10km,1895,humanObservation,204,12,0,
grid10km,1895,materialSample,1,1,0,
grid10km,1895,occurrence,13,6,3,3
grid10km,1895,preservedSpecimen,10176,12,15,16
grid10km,1896,all,9180,12,10,10
grid10km,1896,fossilSpecimen,52,4,4,6
grid10km,1896,humanObservation,174,11,1,1
grid10km,1896,occurrence,49,9,11,11
grid10km,1896,preservedSpecimen,8905,12,7,8
grid10km,1897,all,10737,12,9,9
grid10km,1897,fossilSpecimen,13,1,0,
grid10km,1897,humanObservation,179,11,0,
grid10km,1897,materialSample,5,2,1,1
grid10km,1897,occurrence,49,6,27,32
grid10km,1897,preservedSpecimen,10491,12,10,12
grid10km,1898,all,12310,12,10,13
grid10km,1898,fossilSpecimen,9,3,2,16
grid10km,1898,humanObservation,357,12,0,
grid10km,1898,materialSample,1,1,0,
grid10km,1898,occurrence,45,6,29,38
grid10km,1898,preservedSpecimen,11898,12,11,12
grid10km,1899,all,8830,12,5,6
grid10km,1899,humanObservation,172,12,0,
grid10km,1899,occurrence,22,7,11,17
grid10km,1899,preservedSpecimen,8636,12,6,7
grid10km,1900,all,11681,12,2,2
grid10km,1900,humanObservation,527,12,0,
grid10km,1900,materialSample,1,1,0,
grid10km,1900,occurrence,40,7,10,10
grid10km,1900,preservedSpecimen,11113,12,3,3
grid10km,1901,all,10441,12,8,9
grid10km,1901,humanObservation,223,11,0,
grid10km,1901,occurrence,33,3,28,28
grid10km,1901,preservedSpecimen,10185,12,5,5
grid10km,1902,all,13742,12,8,8
grid10km,1902,fossilSpecimen,7,2,3,5
grid10km,1902,humanObservation,365,11,0,
grid10km,1902,materialCitation,1,1,1,1
grid10km,1902,materialSample,362,5,1,1
grid10km,1902,occurrence,30,6,24,31
grid10km,1902,preservedSpecimen,12977,12,9,13
grid10km,1903,all,13244,12,3,3
grid10km,1903,humanObservation,707,12,0,
grid10km,1903,materialCitation,1,1,1,1
grid10km,1903,materialSample,801,5,0,
grid10km,1903,occurrence,66,6,16,34
grid10km,1903,preservedSpecimen,11669,12,2,2
grid10km,1904,all,13438,12,4,7
grid10km,1904,fossilSpecimen,64,1,1,10
grid10km,1904,humanObservation,1033,11,0,
grid10km,1904,materialCitation,1,1,0,
grid10km,1904,materialSample,454,5,0,
grid10km,1904,occurrence,11,5,7,10
grid10km,1904,preservedSpecimen,11875,12,3,3
grid10km,1905,all,15375,12,2,2
grid10km,1905,fossilSpecimen,140,1,0,
grid10km,1905,humanObservation,1137,12,0,
grid10km,1905,materialSample,476,5,0,
grid10km,1905,occurrence,19,6,6,6
grid10km,1905,preservedSpecimen,13603,12,4,4
grid10km,1906,all,14353,12,1,1
grid10km,1906,fossilSpecimen,9,1,1,7
grid10km,1906,humanObservation,866,12,0,
grid10km,1906,materialSample,472,5,0,
grid10km,1906,occurrence,27,6,10,17
grid10km,1906,preservedSpecimen,12979,12,2,3
grid10km,1907,all,14438,12,0,
grid10km,1907,fossilSpecimen,2,2,0,
grid10km,1907,humanObservation,966,12,0,
grid10km,1907,materialCitation,1,1,1,1
grid10km,1907,materialSample,405,4,0,
grid10km,1907,occurrence,69,7,6,19
grid10km,1907,preservedSpecimen,12995,12,0,
grid10km,1908,all,14376,12,1,1
grid10km,1908,fossilSpecimen,342,2,0,
grid10km,1908,humanObservation,1102,11,0,
grid10km,1908,materialSample,19,1,0,
grid10km,1908,occurrence,13,6,5,27
grid10km,1908,preservedSpecimen,12900,12,4,4
grid10km,1909,all,15135,12,1,1
grid10km,1909,fossilSpecimen,274,3,3,16
grid10km,1909,humanObservation,598,12,0,
grid10km,1909,materialSample,29,2,0,
grid10km,1909,occurrence,47,6,13,26
grid10km,1909,preservedSpecimen,14187,12,2,2
grid10km,1910,all,17901,12,6,6
grid10km,1910,fossilSpecimen,9,4,2,3
grid10km,1910,humanObservation,2254,11,0,
grid10km,1910,materialSample,990,9,0,
grid10km,1910,occurrence,22,7,10,14
grid10km,1910,preservedSpecimen,14626,12,5,5
grid10km,1911,all,15914,12,4,5
grid10km,1911,fossilSpecimen,2,2,2,2
grid10km,1911,humanObservation,786,12,0,
grid10km,1911,materialCitation,1,1,1,1
grid10km,1911,materialSample,65,1,0,
grid10km,1911,occurrence,28,9,13,18
grid10km,1911,preservedSpecimen,15032,12,3,4
grid10km,1912,all,18029,12,5,5
grid10km,1912,fossilSpecimen,10,2,1,2
grid10km,1912,humanObservation,504,12,0,
grid10km,1912,materialSample,135,2,0,
grid10km,1912,occurrence,17,8,11,13
grid10km,1912,preservedSpecimen,17363,12,7,8
grid10km,1913,all,20557,12,3,4
grid10km,1913,fossilSpecimen,456,5,4,6
grid10km,1913,humanObservation,552,12,0,
grid10km,1913,materialSample,1,1,0,
grid10km,1913,occurrence,24,8,12,46
grid10km,1913,preservedSpecimen,19524,12,3,4
grid10km,1914,all,19425,12,5,6
grid10km,1914,fossilSpecimen,599,2,7,109
grid10km,1914,humanObservation,454,12,0,
grid10km,1914,materialCitation,1,1,1,1
grid10km,1914,occurrence,31,6,4,5
grid10km,1914,preservedSpecimen,18340,12,4,6
grid10km,1915,all,19582,12,3,3
grid10km,1915,fossilSpecimen,5,2,1,1
grid10km,1915,humanObservation,598,12,0,
grid10km,1915,occurrence,16,4,6,6
grid10km,1915,preservedSpecimen,18963,12,6,39
grid10km,1916,all,20602,12,2,2
grid10km,1916,fossilSpecimen,69,4,7,216
grid10km,1916,humanObservation,391,11,0,
grid10km,1916,materialSample,1,1,0,
grid10km,1916,occurrence,24,7,5,5
grid10km,1916,preservedSpecimen,20117,12,3,3
grid10km,1917,all,19610,12,2,2
grid10km,1917,fossilSpecimen,70,3,2,23
grid10km,1917,humanObservation,666,12,0,
grid10km,1917,materialCitation,1,1,1,1
grid10km,1917,occurrence,17,5,3,4
grid10km,1917,preservedSpecimen,18856,12,4,5
grid10km,1918,all,20076,12,3,3
grid10km,1918,fossilSpecimen,48,2,2,2
grid10km,1918,humanObservation,528,12,0,
grid10km,1918,materialCitation,1,1,1,1
grid10km,1918,occurrence,11,5,6,6
grid10km,1918,preservedSpecimen,19488,12,2,2
grid10km,1919,all,20448,12,0,
grid10km,1919,fossilSpecimen,86,3,0,
grid10km,1919,humanObservation,1434,12,0,
grid10km,1919,materialCitation,1,1,1,1
grid10km,1919,occurrence,10,5,1,1
grid10km,1919,preservedSpecimen,18917,12,2,4
grid10km,1920,all,17526,12,4,13
grid10km,1920,fossilSpecimen,128,3,2,6
grid10km,1920,humanObservation,1332,11,0,
grid10km,1920,occurrence,11,5,2,3
grid10km,1920,preservedSpecimen,16055,12,5,14
grid10km,1921,all,18029,12,2,2
grid10km,1921,fossilSpecimen,187,1,4,194
grid10km,1921,humanObservation,1199,12,0,
grid10km,1921,materialSample,1,1,0,
grid10km,1921,occurrence,42,7,3,6
grid10km,1921,preservedSpecimen,16600,12,2,2
grid10km,1922,all,25482,12,2,2
grid10km,1922,fossilSpecimen,177,2,0,
grid10km,1922,humanObservation,1807,12,0,
grid10km,1922,materialCitation,1,1,0,
grid10km,1922,materialSample,1,1,0,
grid10km,1922,occurrence,20,6,3,5
grid10km,1922,preservedSpecimen,23476,12,1,1
grid10km,1923,all,24197,12,3,3
grid10km,1923,fossilSpecimen,437,1,1,28
grid10km,1923,humanObservation,2776,12,0,
grid10km,1923,occurrence,67,7,9,46
grid10km,1923,preservedSpecimen,20917,12,3,3
grid10km,1924,all,21921,12,9,10
grid10km,1924,fossilSpecimen,23,2,1,1
grid10km,1924,humanObservation,1340,12,0,
grid10km,1924,occurrence,53,8,9,20
grid10km,1924,preservedSpecimen,20505,12,9,10
grid10km,1925,all,27857,12,5,5
grid10km,1925,fossilSpecimen,8,2,1,1
grid10km,1925,humanObservation,2638,12,0,
grid10km,1925,materialCitation,1,1,1,1
grid10km,1925,materialSample,3,2,0,
grid10km,1925,occurrence,114,8,21,34
grid10km,1925,preservedSpecimen,25093,12,4,4
grid10km,1926,all,32392,12,17,17
grid10km,1926,fossilSpecimen,3,1,0,
grid10km,1926,humanObservation,3001,12,0,
grid10km,1926,materialCitation,2,1,0,
grid10km,1926,materialSample,5,2,0,
grid10km,1926,occurrence,111,7,29,88
grid10km,1926,preservedSpecimen,29270,12,5,5
grid10km,1927,all,32423,12,38,38
grid10km,1927,fossilSpecimen,111,5,2,4
grid10km,1927,humanObservation,3628,12,0,
grid10km,1927,materialCitation,1,1,1,1
grid10km,1927,materialSample,4,3,1,1
grid10km,1927,occurrence,175,7,79,112
grid10km,1927,preservedSpecimen,28504,12,3,7
grid10km,1928,all,28883,12,16,17
grid10km,1928,fossilSpecimen,325,8,8,368
grid10km,1928,humanObservation,2056,12,0,
grid10km,1928,materialCitation,3,2,2,2
grid10km,1928,occurrence,152,8,42,92
grid10km,1928,preservedSpecimen,26347,12,9,14
grid10km,1929,all,24870,12,10,10
