grid,eeacellcode,last_ym,staleness_months,total_occurrences,priority_reason
grid10km,10kmE492N400,1996-05-01,356,1,Not sampled in 29.7 years
grid10km,10kmE441N354,1996-06-01,355,2,Not sampled in 29.6 years
grid10km,10kmE458N354,1996-06-01,355,1,Not sampled in 29.6 years
grid10km,10kmE495N408,1996-06-01,355,1,Not sampled in 29.6 years
grid10km,10kmE436N439,1996-06-01,355,1,Not sampled in 29.6 years
grid10km,10kmE437N441,1996-06-01,355,1,Not sampled in 29.6 years
grid10km,10kmE477N371,1996-07-01,354,3,Not sampled in 29.5 years
grid10km,10kmE478N372,1996-07-01,354,2,Not sampled in 29.5 years
grid10km,10kmE472N511,1996-07-01,354,76,Not sampled in 29.5 years
grid10km,10kmE469N508,1996-07-01,354,63,Not sampled in 29.5 years
grid10km,10kmE479N375,1996-07-01,354,2,Not sampled in 29.5 years
grid10km,10kmE476N370,1996-07-01,354,2,Not sampled in 29.5 years
grid10km,10kmE481N373,1996-07-01,354,1,Not sampled in 29.5 years
grid10km,10kmE474N363,1996-07-01,354,1,Not sampled in 29.5 years
grid10km,10kmE475N364,1996-07-01,354,2,Not sampled in 29.5 years
grid10km,10kmE477N365,1996-07-01,354,1,Not sampled in 29.5 years
grid10km,10kmE475N363,1996-07-01,354,1,Not sampled in 29.5 years
grid10km,10kmE477N364,1996-07-01,354,1,Not sampled in 29.5 years
grid10km,10kmE477N370,1996-07-01,354,1,Not sampled in 29.5 years
grid10km,10kmE478N368,1996-07-01,354,1,Not sampled in 29.5 years
grid10km,10kmE479N369,1996-07-01,354,1,Not sampled in 29.5 years
grid10km,10kmE469N363,1996-07-01,354,1,Not sampled in 29.5 years
grid10km,10kmE479N367,1996-07-01,354,1,Not sampled in 29.5 years
grid10km,10kmE476N366,1996-07-01,354,1,Not sampled in 29.5 years
grid10km,10kmE479N371,1996-07-01,354,2,Not sampled in 29.5 years
grid10km,10kmE475N375,1996-07-01,354,2,Not sampled in 29.5 years
grid10km,10kmE481N371,1996-07-01,354,1,Not sampled in 29.5 years
grid10km,10kmE454N356,1996-08-01,353,3,Not sampled in 29.4 years
grid10km,10kmE465N502,1996-08-01,353,80,Not sampled in 29.4 years
grid10km,10kmE500N483,1996-08-01,353,3,Not sampled in 29.4 years
grid10km,10kmE499N487,1996-08-01,353,4,Not sampled in 29.4 years
grid10km,10kmE445N363,1996-08-01,353,1,Not sampled in 29.4 years
grid10km,10kmE442N363,1996-09-01,352,3,Not sampled in 29.3 years
grid10km,10kmE450N351,1996-10-01,351,1,Not sampled in 29.2 years
grid10km,10kmE496N408,1996-10-01,351,1,Not sampled in 29.2 years
grid10km,10kmE448N353,1996-11-01,350,1,Not sampled in 29.2 years
grid10km,10kmE490N410,1996-12-01,349,2,Not sampled in 29.1 years
grid10km,10kmE499N348,1997-01-01,348,1,Not sampled in 29 years
grid10km,10kmE473N432,1997-02-01,347,29,Not sampled in 28.9 years
grid10km,10kmE454N353,1997-02-01,347,2,Not sampled in 28.9 years
grid10km,10kmE483N414,1997-02-01,347,2,Not sampled in 28.9 years
grid10km,10kmE494N397,1997-02-01,347,1,Not sampled in 28.9 years
grid10km,10kmE445N361,1997-03-01,346,2,Not sampled in 28.8 years
grid10km,10kmE457N352,1997-04-01,345,3,Not sampled in 28.8 years
grid10km,10kmE492N401,1997-04-01,345,1,Not sampled in 28.8 years
grid10km,10kmE447N355,1997-04-01,345,4,Not sampled in 28.8 years
grid10km,10kmE442N370,1997-04-01,345,2,Not sampled in 28.8 years
grid10km,10kmE443N355,1997-06-01,343,4,Not sampled in 28.6 years
grid10km,10kmE462N358,1997-06-01,343,1,Not sampled in 28.6 years
grid10km,10kmE446N357,1997-07-01,342,4,Not sampled in 28.5 years
grid10km,10kmE451N355,1997-07-01,342,2,Not sampled in 28.5 years
grid10km,10kmE484N414,1997-07-01,342,1,Not sampled in 28.5 years
grid10km,10kmE486N415,1997-07-01,342,1,Not sampled in 28.5 years
grid10km,10kmE490N405,1997-07-01,342,1,Not sampled in 28.5 years
grid10km,10kmE444N364,1997-07-01,342,2,Not sampled in 28.5 years
grid10km,10kmE461N358,1997-08-01,341,2,Not sampled in 28.4 years
grid10km,10kmE450N477,1997-08-01,341,33,Not sampled in 28.4 years
grid10km,10kmE450N474,1997-08-01,341,40,Not sampled in 28.4 years
grid10km,10kmE454N489,1997-09-01,340,1,Not sampled in 28.3 years
grid10km,10kmE473N524,1997-11-01,338,1,Not sampled in 28.2 years
grid10km,10kmE495N410,1998-03-01,334,1,Not sampled in 27.8 years
grid10km,10kmE494N408,1998-03-01,334,2,Not sampled in 27.8 years
grid10km,10kmE482N398,1998-03-01,334,2,Not sampled in 27.8 years
grid10km,10kmE444N354,1998-03-01,334,3,Not sampled in 27.8 years
grid10km,10kmE495N404,1998-03-01,334,1,Not sampled in 27.8 years
grid10km,10kmE491N408,1998-03-01,334,4,Not sampled in 27.8 years
grid10km,10kmE488N417,1998-03-01,334,2,Not sampled in 27.8 years
grid10km,10kmE484N396,1998-03-01,334,1,Not sampled in 27.8 years
grid10km,10kmE489N413,1998-03-01,334,2,Not sampled in 27.8 years
grid10km,10kmE492N408,1998-03-01,334,1,Not sampled in 27.8 years
grid10km,10kmE493N405,1998-03-01,334,2,Not sampled in 27.8 years
grid10km,10kmE490N416,1998-03-01,334,4,Not sampled in 27.8 years
grid10km,10kmE496N405,1998-03-01,334,1,Not sampled in 27.8 years
grid10km,10kmE489N405,1998-03-01,334,1,Not sampled in 27.8 years
grid10km,10kmE462N357,1998-03-01,334,1,Not sampled in 27.8 years
grid10km,10kmE481N397,1998-03-01,334,1,Not sampled in 27.8 years
grid10km,10kmE491N400,1998-03-01,334,2,Not sampled in 27.8 years
grid10km,10kmE487N403,1998-03-01,334,1,Not sampled in 27.8 years
grid10km,10kmE490N397,1998-03-01,334,1,Not sampled in 27.8 years
grid10km,10kmE492N406,1998-03-01,334,1,Not sampled in 27.8 years
grid10km,10kmE480N398,1998-04-01,333,1,Not sampled in 27.8 years
grid10km,10kmE493N397,1998-04-01,333,1,Not sampled in 27.8 years
grid10km,10kmE492N410,1998-04-01,333,3,Not sampled in 27.8 years
grid10km,10kmE485N401,1998-04-01,333,1,Not sampled in 27.8 years
grid10km,10kmE493N404,1998-04-01,333,1,Not sampled in 27.8 years
grid10km,10kmE445N360,1998-05-01,332,1,Not sampled in 27.7 years
grid10km,10kmE441N366,1998-07-01,330,3,Not sampled in 27.5 years
grid10km,10kmE443N362,1999-01-01,324,5,Not sampled in 27 years
grid10km,10kmE437N448,1999-01-01,324,1,Not sampled in 27 years
grid10km,10kmE527N427,1999-01-01,324,1,Not sampled in 27 years
grid10km,10kmE455N488,1999-01-01,324,1,Not sampled in 27 years
grid10km,10kmE408N436,1999-01-01,324,1,Not sampled in 27 years
grid10km,10kmE529N425,1999-01-01,324,1,Not sampled in 27 years
grid10km,10kmE490N402,1999-06-01,319,3,Not sampled in 26.6 years
grid10km,10kmE443N369,1999-06-01,319,2,Not sampled in 26.6 years
grid10km,10kmE488N402,1999-07-01,318,2,Not sampled in 26.5 years
grid10km,10kmE485N419,1999-07-01,318,1,Not sampled in 26.5 years
grid10km,10kmE492N405,2000-02-01,311,1,Not sampled in 25.9 years
grid10km,10kmE451N350,2000-03-01,310,2,Not sampled in 25.8 years
grid10km,10kmE494N409,2000-03-01,310,1,Not sampled in 25.8 years
grid10km,10kmE489N412,2000-04-01,309,2,Not sampled in 25.8 years
grid10km,10kmE493N403,2000-04-01,309,1,Not sampled in 25.8 years
grid10km,10kmE487N404,2000-04-01,309,1,Not sampled in 25.8 years
grid10km,10kmE442N369,2000-05-01,308,1,Not sampled in 25.7 years
grid10km,10kmE475N393,2000-06-01,307,2,Not sampled in 25.6 years
grid10km,10kmE490N391,2000-07-01,306,23,Not sampled in 25.5 years
grid10km,10kmE453N353,2000-09-01,304,1,Not sampled in 25.3 years
grid10km,10kmE486N393,2000-09-01,304,21,Not sampled in 25.3 years
grid10km,10kmE442N371,2000-09-01,304,1,Not sampled in 25.3 years
grid10km,10kmE446N351,2000-10-01,303,2,Not sampled in 25.2 years
grid10km,10kmE445N425,2001-04-01,297,13,Not sampled in 24.8 years
grid10km,10kmE438N360,2001-07-01,294,2,Not sampled in 24.5 years
grid10km,10kmE444N369,2001-07-01,294,5,Not sampled in 24.5 years
grid10km,10kmE444N363,2001-10-01,291,4,Not sampled in 24.2 years
grid10km,10kmE444N361,2002-03-01,286,1,Not sampled in 23.8 years
grid10km,10kmE450N353,2002-05-01,284,3,Not sampled in 23.7 years
grid10km,10kmE442N368,2002-06-01,283,5,Not sampled in 23.6 years
grid10km,10kmE462N360,2002-06-01,283,1,Not sampled in 23.6 years
grid10km,10kmE480N419,2002-06-01,283,9,Not sampled in 23.6 years
grid10km,10kmE440N356,2002-07-01,282,2,Not sampled in 23.5 years
grid10km,10kmE483N398,2002-07-01,282,2,Not sampled in 23.5 years
grid10km,10kmE451N353,2002-07-01,282,3,Not sampled in 23.5 years
grid10km,10kmE495N411,2002-07-01,282,1,Not sampled in 23.5 years
grid10km,10kmE491N404,2002-07-01,282,1,Not sampled in 23.5 years
grid10km,10kmE479N511,2002-07-01,282,67,Not sampled in 23.5 years
grid10km,10kmE457N357,2002-08-01,281,173,Not sampled in 23.4 years
grid10km,10kmE448N352,2002-08-01,281,2,Not sampled in 23.4 years
grid10km,10kmE443N363,2002-08-01,281,4,Not sampled in 23.4 years
grid10km,10kmE487N506,2002-08-01,281,9,Not sampled in 23.4 years
grid10km,10kmE442N359,2002-09-01,280,2,Not sampled in 23.3 years
grid10km,10kmE453N350,2002-10-01,279,2,Not sampled in 23.2 years
grid10km,10kmE450N476,2002-10-01,279,31,Not sampled in 23.2 years
grid10km,10kmE517N422,2002-12-01,277,1,Not sampled in 23.1 years
grid10km,10kmE458N490,2003-09-01,268,20,Not sampled in 22.3 years
grid10km,10kmE420N447,2004-06-01,259,1,Not sampled in 21.6 years
grid10km,10kmE477N443,2004-07-01,258,1,Not sampled in 21.5 years
grid10km,10kmE449N476,2004-07-01,258,33,Not sampled in 21.5 years
grid10km,10kmE439N450,2004-08-01,257,1,Not sampled in 21.4 years
grid10km,10kmE440N442,2004-08-01,257,1,Not sampled in 21.4 years
grid10km,10kmE437N436,2004-08-01,257,1,Not sampled in 21.4 years
grid10km,10kmE445N373,2005-01-01,252,6,Not sampled in 21 years
grid10km,10kmE488N388,2005-06-01,247,28,Not sampled in 20.6 years
grid10km,10kmE488N387,2005-06-01,247,15,Not sampled in 20.6 years
grid10km,10kmE482N391,2005-06-01,247,24,Not sampled in 20.6 years
grid10km,10kmE489N387,2005-06-01,247,29,Not sampled in 20.6 years
grid10km,10kmE488N386,2005-06-01,247,30,Not sampled in 20.6 years
grid10km,10kmE484N392,2005-06-01,247,21,Not sampled in 20.6 years
grid10km,10kmE487N386,2005-06-01,247,22,Not sampled in 20.6 years
grid10km,10kmE486N416,2005-07-01,246,1,Not sampled in 20.5 years
grid10km,10kmE490N388,2005-07-01,246,22,Not sampled in 20.5 years
grid10km,10kmE478N389,2005-07-01,246,1,Not sampled in 20.5 years
grid10km,10kmE470N511,2005-08-01,245,73,Not sampled in 20.4 years
grid10km,10kmE480N511,2005-08-01,245,71,Not sampled in 20.4 years
grid10km,10kmE471N508,2005-08-01,245,101,Not sampled in 20.4 years
grid10km,10kmE469N511,2005-08-01,245,28,Not sampled in 20.4 years
grid10km,10kmE471N510,2005-08-01,245,72,Not sampled in 20.4 years
grid10km,10kmE489N388,2005-09-01,244,25,Not sampled in 20.3 years
grid10km,10kmE462N363,2006-07-01,234,2,Not sampled in 19.5 years
grid10km,10kmE464N361,2006-07-01,234,1,Not sampled in 19.5 years
grid10km,10kmE442N435,2006-08-01,233,109,Not sampled in 19.4 years
grid10km,10kmE442N434,2006-08-01,233,26,Not sampled in 19.4 years
grid10km,10kmE451N399,2007-01-01,228,50,Not sampled in 19 years
grid10km,10kmE562N340,2007-06-01,223,1,Not sampled in 18.6 years
grid10km,10kmE493N388,2007-07-01,222,1,Not sampled in 18.5 years
grid10km,10kmE444N374,2008-05-01,212,38,Not sampled in 17.7 years
grid10km,10kmE490N499,2008-06-01,211,12,Not sampled in 17.6 years
grid10km,10kmE458N496,2008-06-01,211,4,Not sampled in 17.6 years
grid10km,10kmE488N406,2008-07-01,210,2,Not sampled in 17.5 years
grid10km,10kmE483N376,2009-01-01,204,1,Not sampled in 17 years
grid10km,10kmE478N391,2009-04-01,201,2,Not sampled in 16.8 years
grid10km,10kmE487N413,2009-07-01,198,2,Not sampled in 16.5 years
grid10km,10kmE511N331,2009-07-01,198,1,Not sampled in 16.5 years
grid10km,10kmE456N352,2009-07-01,198,2,Not sampled in 16.5 years
grid10km,10kmE492N461,2009-07-01,198,1,Not sampled in 16.5 years
grid10km,10kmE541N399,2009-07-01,198,1,Not sampled in 16.5 years
grid10km,10kmE457N489,2009-08-01,197,19,Not sampled in 16.4 years
grid10km,10kmE432N399,2009-08-01,197,1,Not sampled in 16.4 years
grid10km,10kmE480N373,2009-09-01,196,1,Not sampled in 16.3 years
grid10km,10kmE442N433,2009-09-01,196,29,Not sampled in 16.3 years
grid10km,10kmE456N489,2009-09-01,196,7,Not sampled in 16.3 years
grid10km,10kmE442N432,2009-09-01,196,20,Not sampled in 16.3 years
grid10km,10kmE487N385,2010-05-01,188,15,Not sampled in 15.7 years
grid10km,10kmE477N383,2010-05-01,188,4,Not sampled in 15.7 years
grid10km,10kmE484N427,2010-07-01,186,1,Not sampled in 15.5 years
grid10km,10kmE489N384,2010-10-01,183,1,Not sampled in 15.2 years
grid10km,10kmE492N386,2010-11-01,182,1,Not sampled in 15.2 years
grid10km,10kmE478N395,2011-04-01,177,2,Not sampled in 14.8 years
grid10km,10kmE490N407,2011-04-01,177,2,Not sampled in 14.8 years
grid10km,10kmE476N391,2011-04-01,177,1,Not sampled in 14.8 years
grid10km,10kmE452N353,2011-05-01,176,2,Not sampled in 14.7 years
grid10km,10kmE475N514,2011-06-01,175,11,Not sampled in 14.6 years
grid10km,10kmE481N510,2011-06-01,175,91,Not sampled in 14.6 years
grid10km,10kmE491N466,2011-06-01,175,1,Not sampled in 14.6 years
grid10km,10kmE487N454,2011-06-01,175,1,Not sampled in 14.6 years
grid10km,10kmE489N409,2011-07-01,174,2,Not sampled in 14.5 years
grid10km,10kmE448N356,2011-07-01,174,3,Not sampled in 14.5 years
grid10km,10kmE485N446,2011-07-01,174,1,Not sampled in 14.5 years
grid10km,10kmE489N448,2011-07-01,174,1,Not sampled in 14.5 years
grid10km,10kmE484N415,2012-03-01,166,1,Not sampled in 13.8 years
grid10km,10kmE491N394,2012-04-01,165,3,Not sampled in 13.8 years
grid10km,10kmE480N447,2012-04-01,165,1,Not sampled in 13.8 years
grid10km,10kmE495N458,2012-04-01,165,2,Not sampled in 13.8 years
grid10km,10kmE498N457,2012-04-01,165,1,Not sampled in 13.8 years
grid10km,10kmE492N450,2012-04-01,165,1,Not sampled in 13.8 years
grid10km,10kmE495N467,2012-04-01,165,1,Not sampled in 13.8 years
grid10km,10kmE490N446,2012-04-01,165,1,Not sampled in 13.8 years
grid10km,10kmE489N407,2012-05-01,164,2,Not sampled in 13.7 years
grid10km,10kmE491N398,2012-05-01,164,1,Not sampled in 13.7 years
grid10km,10kmE475N435,2012-05-01,164,1,Not sampled in 13.7 years
grid10km,10kmE481N430,2012-05-01,164,1,Not sampled in 13.7 years
grid10km,10kmE477N377,2012-05-01,164,2,Not sampled in 13.7 years
grid10km,10kmE487N384,2012-06-01,163,41,Not sampled in 13.6 years
grid10km,10kmE488N450,2012-06-01,163,1,Not sampled in 13.6 years
grid10km,10kmE441N356,2012-07-01,162,4,Not sampled in 13.5 years
grid10km,10kmE463N356,2012-07-01,162,1,Not sampled in 13.5 years
grid10km,10kmE442N367,2012-07-01,162,1,Not sampled in 13.5 years
grid10km,10kmE460N499,2012-08-01,161,7,Not sampled in 13.4 years
grid10km,10kmE432N398,2012-08-01,161,1,Not sampled in 13.4 years
grid10km,10kmE497N455,2012-08-01,161,1,Not sampled in 13.4 years
grid10km,10kmE490N415,2012-08-01,161,1,Not sampled in 13.4 years
grid10km,10kmE441N358,2012-09-01,160,4,Not sampled in 13.3 years
grid10km,10kmE476N388,2012-09-01,160,1,Not sampled in 13.3 years
grid10km,10kmE474N437,2012-09-01,160,1,Not sampled in 13.3 years
grid10km,10kmE490N458,2012-09-01,160,1,Not sampled in 13.3 years
grid10km,10kmE449N354,2012-10-01,159,2,Not sampled in 13.2 years
grid10km,10kmE434N398,2012-10-01,159,1,Not sampled in 13.2 years
grid10km,10kmE476N427,2012-11-01,158,1,Not sampled in 13.2 years
grid10km,10kmE475N432,2012-11-01,158,1,Not sampled in 13.2 years
grid10km,10kmE431N385,2012-11-01,158,1,Not sampled in 13.2 years
grid10km,10kmE488N401,2012-12-01,157,2,Not sampled in 13.1 years
grid10km,10kmE474N438,2013-01-01,156,5,Not sampled in 13 years
grid10km,10kmE475N422,2013-04-01,153,2,Not sampled in 12.8 years
grid10km,10kmE451N458,2013-04-01,153,17,Not sampled in 12.8 years
grid10km,10kmE494N403,2013-04-01,153,1,Not sampled in 12.8 years
grid10km,10kmE488N376,2013-04-01,153,1,Not sampled in 12.8 years
grid10km,10kmE487N392,2013-04-01,153,26,Not sampled in 12.8 years
grid10km,10kmE489N403,2013-05-01,152,1,Not sampled in 12.7 years
grid10km,10kmE474N428,2013-05-01,152,1,Not sampled in 12.7 years
grid10km,10kmE455N481,2013-06-01,151,28,Not sampled in 12.6 years
grid10km,10kmE444N352,2013-06-01,151,4,Not sampled in 12.6 years
grid10km,10kmE440N445,2013-06-01,151,4,Not sampled in 12.6 years
grid10km,10kmE496N485,2013-06-01,151,8,Not sampled in 12.6 years
grid10km,10kmE490N473,2013-06-01,151,14,Not sampled in 12.6 years
grid10km,10kmE477N379,2013-07-01,150,3,Not sampled in 12.5 years
grid10km,10kmE444N355,2013-07-01,150,1,Not sampled in 12.5 years
grid10km,10kmE454N351,2013-07-01,150,1,Not sampled in 12.5 years
grid10km,10kmE491N455,2013-07-01,150,1,Not sampled in 12.5 years
grid10km,10kmE445N364,2013-08-01,149,5,Not sampled in 12.4 years
grid10km,10kmE487N412,2013-08-01,149,2,Not sampled in 12.4 years
grid10km,10kmE440N366,2013-08-01,149,2,Not sampled in 12.4 years
grid10km,10kmE475N430,2013-08-01,149,1,Not sampled in 12.4 years
grid10km,10kmE478N427,2013-08-01,149,1,Not sampled in 12.4 years
grid10km,10kmE488N411,2013-09-01,148,2,Not sampled in 12.3 years
grid10km,10kmE497N456,2013-10-01,147,1,Not sampled in 12.2 years
grid10km,10kmE473N435,2013-11-01,146,4,Not sampled in 12.2 years
grid10km,10kmE436N396,2013-11-01,146,1,Not sampled in 12.2 years
grid10km,10kmE432N383,2013-12-01,145,1,Not sampled in 12.1 years
grid10km,10kmE450N350,2014-03-01,142,2,Not sampled in 11.8 years
grid10km,10kmE439N360,2014-04-01,141,4,Not sampled in 11.8 years
grid10km,10kmE487N416,2014-04-01,141,3,Not sampled in 11.8 years
grid10km,10kmE495N476,2014-04-01,141,4,Not sampled in 11.8 years
grid10km,10kmE486N402,2014-04-01,141,1,Not sampled in 11.8 years
grid10km,10kmE430N392,2014-04-01,141,1,Not sampled in 11.8 years
grid10km,10kmE431N392,2014-04-01,141,2,Not sampled in 11.8 years
grid10km,10kmE432N397,2014-04-01,141,1,Not sampled in 11.8 years
grid10km,10kmE477N429,2014-04-01,141,1,Not sampled in 11.8 years
grid10km,10kmE429N387,2014-04-01,141,1,Not sampled in 11.8 years
grid10km,10kmE487N470,2014-05-01,140,9,Not sampled in 11.7 years
grid10km,10kmE438N383,2014-05-01,140,3,Not sampled in 11.7 years
grid10km,10kmE429N391,2014-05-01,140,1,Not sampled in 11.7 years
grid10km,10kmE482N392,2014-05-01,140,27,Not sampled in 11.7 years
grid10km,10kmE438N382,2014-05-01,140,1,Not sampled in 11.7 years
grid10km,10kmE489N461,2014-06-01,139,1,Not sampled in 11.6 years
grid10km,10kmE459N490,2014-07-01,138,34,Not sampled in 11.5 years
grid10km,10kmE460N354,2014-07-01,138,2,Not sampled in 11.5 years
grid10km,10kmE479N420,2014-07-01,138,1,Not sampled in 11.5 years
grid10km,10kmE479N434,2014-07-01,138,1,Not sampled in 11.5 years
grid10km,10kmE478N433,2014-07-01,138,2,Not sampled in 11.5 years
grid10km,10kmE487N393,2014-07-01,138,25,Not sampled in 11.5 years
grid10km,10kmE444N357,2014-08-01,137,2,Not sampled in 11.4 years
grid10km,10kmE434N385,2014-08-01,137,1,Not sampled in 11.4 years
grid10km,10kmE436N382,2014-08-01,137,1,Not sampled in 11.4 years
grid10km,10kmE438N364,2014-08-01,137,1,Not sampled in 11.4 years
grid10km,10kmE431N396,2014-08-01,137,1,Not sampled in 11.4 years
grid10km,10kmE436N391,2014-09-01,136,1,Not sampled in 11.3 years
grid10km,10kmE440N359,2014-09-01,136,2,Not sampled in 11.3 years
grid10km,10kmE436N388,2014-10-01,135,2,Not sampled in 11.2 years
grid10km,10kmE429N388,2014-10-01,135,1,Not sampled in 11.2 years
grid10km,10kmE457N353,2014-11-01,134,3,Not sampled in 11.2 years
grid10km,10kmE449N352,2014-11-01,134,3,Not sampled in 11.2 years
grid10km,10kmE441N369,2014-11-01,134,5,Not sampled in 11.2 years
grid10km,10kmE434N383,2014-11-01,134,3,Not sampled in 11.2 years
grid10km,10kmE429N390,2014-11-01,134,2,Not sampled in 11.2 years
grid10km,10kmE434N381,2014-11-01,134,2,Not sampled in 11.2 years
grid10km,10kmE434N386,2014-11-01,134,1,Not sampled in 11.2 years
grid10km,10kmE436N395,2014-12-01,133,3,Not sampled in 11.1 years
grid10km,10kmE474N433,2014-12-01,133,3,Not sampled in 11.1 years
grid10km,10kmE437N382,2014-12-01,133,2,Not sampled in 11.1 years
grid10km,10kmE488N400,2014-12-01,133,1,Not sampled in 11.1 years
grid10km,10kmE452N355,2015-01-01,132,3,Not sampled in 11 years
grid10km,10kmE441N359,2015-01-01,132,1,Not sampled in 11 years
grid10km,10kmE494N410,2015-04-01,129,2,Not sampled in 10.8 years
grid10km,10kmE487N407,2015-04-01,129,2,Not sampled in 10.8 years
grid10km,10kmE492N399,2015-04-01,129,3,Not sampled in 10.8 years
grid10km,10kmE477N427,2015-04-01,129,2,Not sampled in 10.8 years
grid10km,10kmE434N390,2015-04-01,129,1,Not sampled in 10.8 years
grid10km,10kmE479N397,2015-04-01,129,1,Not sampled in 10.8 years
grid10km,10kmE381N391,2015-05-01,128,1,Not sampled in 10.7 years
grid10km,10kmE462N359,2015-05-01,128,4,Not sampled in 10.7 years
grid10km,10kmE443N353,2015-05-01,128,2,Not sampled in 10.7 years
grid10km,10kmE450N356,2015-05-01,128,3,Not sampled in 10.7 years
grid10km,10kmE489N455,2015-05-01,128,1,Not sampled in 10.7 years
grid10km,10kmE441N438,2015-06-01,127,63,Not sampled in 10.6 years
grid10km,10kmE440N358,2015-06-01,127,5,Not sampled in 10.6 years
grid10km,10kmE443N365,2015-06-01,127,3,Not sampled in 10.6 years
grid10km,10kmE450N465,2015-06-01,127,22,Not sampled in 10.6 years
grid10km,10kmE491N391,2015-06-01,127,22,Not sampled in 10.6 years
grid10km,10kmE492N379,2015-06-01,127,1,Not sampled in 10.6 years
grid10km,10kmE493N458,2015-06-01,127,1,Not sampled in 10.6 years
grid10km,10kmE489N394,2015-06-01,127,14,Not sampled in 10.6 years
grid10km,10kmE495N460,2015-06-01,127,1,Not sampled in 10.6 years
grid10km,10kmE444N370,2015-07-01,126,3,Not sampled in 10.5 years
grid10km,10kmE374N406,2015-07-01,126,1,Not sampled in 10.5 years
grid10km,10kmE446N360,2015-07-01,126,3,Not sampled in 10.5 years
grid10km,10kmE439N367,2015-07-01,126,2,Not sampled in 10.5 years
grid10km,10kmE491N411,2015-07-01,126,1,Not sampled in 10.5 years
grid10km,10kmE452N479,2015-07-01,126,28,Not sampled in 10.5 years
grid10km,10kmE445N366,2015-07-01,126,7,Not sampled in 10.5 years
grid10km,10kmE445N371,2015-08-01,125,5,Not sampled in 10.4 years
grid10km,10kmE430N387,2015-08-01,125,3,Not sampled in 10.4 years
grid10km,10kmE432N389,2015-08-01,125,1,Not sampled in 10.4 years
grid10km,10kmE446N361,2015-09-01,124,5,Not sampled in 10.3 years
grid10km,10kmE494N383,2015-09-01,124,1,Not sampled in 10.3 years
grid10km,10kmE435N385,2015-09-01,124,4,Not sampled in 10.3 years
grid10km,10kmE457N354,2015-09-01,124,1,Not sampled in 10.3 years
grid10km,10kmE439N380,2015-09-01,124,1,Not sampled in 10.3 years
grid10km,10kmE436N381,2015-09-01,124,1,Not sampled in 10.3 years
grid10km,10kmE436N390,2015-09-01,124,1,Not sampled in 10.3 years
grid10km,10kmE435N391,2015-09-01,124,3,Not sampled in 10.3 years
grid10km,10kmE441N362,2015-09-01,124,1,Not sampled in 10.3 years
grid10km,10kmE480N430,2015-09-01,124,1,Not sampled in 10.3 years
grid10km,10kmE474N427,2015-09-01,124,3,Not sampled in 10.3 years
grid10km,10kmE430N389,2015-09-01,124,1,Not sampled in 10.3 years
grid10km,10kmE443N368,2015-10-01,123,4,Not sampled in 10.2 years
grid10km,10kmE451N351,2015-10-01,123,3,Not sampled in 10.2 years
grid10km,10kmE463N363,2015-10-01,123,1,Not sampled in 10.2 years
grid10km,10kmE427N337,2015-10-01,123,1,Not sampled in 10.2 years
grid10km,10kmE489N469,2015-10-01,123,1,Not sampled in 10.2 years
grid10km,10kmE491N464,2015-10-01,123,1,Not sampled in 10.2 years
grid10km,10kmE443N435,2015-11-01,122,124,Not sampled in 10.2 years
grid10km,10kmE446N358,2015-11-01,122,6,Not sampled in 10.2 years
grid10km,10kmE479N423,2015-11-01,122,1,Not sampled in 10.2 years
grid10km,10kmE475N423,2015-11-01,122,3,Not sampled in 10.2 years
grid10km,10kmE483N396,2015-12-01,121,4,Not sampled in 10.1 years
grid10km,10kmE454N355,2015-12-01,121,4,Not sampled in 10.1 years
grid10km,10kmE433N392,2015-12-01,121,3,Not sampled in 10.1 years
grid10km,10kmE490N382,2015-12-01,121,1,Not sampled in 10.1 years
grid10km,10kmE480N424,2015-12-01,121,1,Not sampled in 10.1 years
grid10km,10kmE444N362,2016-01-01,120,4,Not sampled in 10 years
grid10km,10kmE434N392,2016-01-01,120,4,Not sampled in 10 years
grid10km,10kmE436N399,2016-01-01,120,2,Not sampled in 10 years
grid10km,10kmE432N388,2016-01-01,120,3,Not sampled in 10 years
grid10km,10kmE437N384,2016-01-01,120,1,Not sampled in 10 years
grid10km,10kmE435N399,2016-01-01,120,2,Not sampled in 10 years
grid10km,10kmE431N387,2016-01-01,120,3,Not sampled in 10 years
grid10km,10kmE431N393,2016-01-01,120,1,Not sampled in 10 years
grid10km,10kmE430N396,2016-01-01,120,1,Not sampled in 10 years
grid10km,10kmE465N363,2016-03-01,118,1,Not sampled in 9.8 years
grid10km,10kmE440N355,2016-03-01,118,1,Not sampled in 9.8 years
grid10km,10kmE464N364,2016-04-01,117,1,Not sampled in 9.8 years
grid10km,10kmE443N359,2016-04-01,117,3,Not sampled in 9.8 years
grid10km,10kmE483N420,2016-04-01,117,1,Not sampled in 9.8 years
grid10km,10kmE438N419,2016-05-01,116,1,Not sampled in 9.7 years
grid10km,10kmE482N400,2016-06-01,115,3,Not sampled in 9.6 years
grid10km,10kmE442N448,2016-06-01,115,284,Not sampled in 9.6 years
grid10km,10kmE494N491,2016-07-01,114,57,Not sampled in 9.5 years
grid10km,10kmE472N510,2016-07-01,114,90,Not sampled in 9.5 years
grid10km,10kmE447N351,2016-08-01,113,5,Not sampled in 9.4 years
